question,answer,document
Какие доказательства могут быть исследованы при рассмотрении материалов налоговой проверки?," ""Исследуются представленные до рассмотрения материалов налоговой проверки доказательства, с которыми лицу, в отношении которого проводилась проверка, была предоставлена возможность ознакомиться, в том числе документы, ранее истребованные у лица, в отношении которого проводилась налоговая проверка (включая участников консолидированной группы налогоплательщиков), документы, представленные в налоговые органы при проведении камеральных или выездных налоговых проверок данных лиц, и иные документы, имеющиеся у налогового органа.""","['Налоговый кодекс Российской Федерации', 'Гражданский процессуальный кодекс Российской Федерации', 'Уголовно-процессуальный кодекс Российской Федерации']"
Какое решение о разработке проектной документации в сокращенном объеме должно быть включено в задание?," ""Необходимо включить в задание решение, устанавливающее критерии аналогичности проектируемого объекта капитального строительства и объекта капитального строительства, применительно к которому подготовлена проектная документация, в отношении которой принято решение о применении типовой проектной документации (согласно статье 5 Градостроительного кодекса России).""","['Градостроительный кодекс Российской Федерации', 'Кодекс административного судопроизводства Российской Федерации']"
Какие меры предпринимаются в случае повреждения каналов связи?," В случае повреждения каналов связи, согласно статьям 12 и 6 Административного кодекса России, нарушители могут быть оштрафованы в размере от тысячи пятисот до трех тысяч рублей для граждан, от трех тысяч до четырех тысяч рублей для должностных лиц и от тридцати тысяч до сорока тысяч рублей для юридических лиц. При этом использование в сетях связи несертифицированных средств связи или кодирования может привести к более серьёзным санкциям, наложению штрафа от трёх тысяч до пяти тысяч рублей соответственно для граждан, должностных лиц и юридических лиц с конфискацией несертифицированных средств связи или без таковой.","['Гражданский кодекс Российской Федерации', 'Трудовой кодекс Российской Федерации', 'Уголовный кодекс Российской Федерации', 'Налоговый кодекс Российской Федерации', 'Административный кодекс Российской Федерации', 'Градостроительный кодекс Российской Федерации', 'Уголовно-процессуальный кодекс Российской Федерации']"
Какой индекс изменения стоимости СМР был в Брянской области в IV кв. 1992 г. по сравнению с базисным уровнем на 01.01.91 согласно МДС 81-9.2000?," ""Недостаточно данных в нормативной базе""",['Налоговый кодекс Российской Федерации']
Какова стоимость строительных работ в II квартале 1993 года в текущем уровне цен?," Недостаточно данных в нормативной базе, для того чтобы определить стоимость строительных работ в II квартале 1993 года в текущем уровне цен.","['Административный кодекс Российской Федерации', 'Налоговый кодекс Российской Федерации', 'Градостроительный кодекс Российской Федерации', 'Гражданский кодекс Российской Федерации']"
Какие ГОСТы или СНиПы регулируют проектирование площадок для волейбола?," Недостаточно данных в нормативной базе для ответа на данный вопрос. ГОСТы и СНиПы, которые регулируют проектирование площадок для волейбола, не упоминаются в предоставленном контексте.","['Трудовой кодекс Российской Федерации', 'Административный кодекс Российской Федерации', 'Градостроительный кодекс Российской Федерации', 'Гражданский кодекс Российской Федерации']"
Каким образом крепятся элементы светопропускающего заполнения к опорным конструкциям согласно ГОСТ МДС 31-8.2002?," Недостаточно данных в нормативной базе для ответа на вопрос о креплении элементов светопропускающего заполнения к опорным конструкциям согласно ГОСТ МДС 31-8.2002, так как по этому вопросу данных в нормативной базе нет.","['Жилищный кодекс Российской Федерации', 'Гражданский кодекс Российской Федерации', 'Трудовой кодекс Российской Федерации', 'Налоговый кодекс Российской Федерации', 'Административный кодекс Российской Федерации', 'Градостроительный кодекс Российской Федерации']"
"Какой период просрочки исполнения обязательства, обеспеченного залогом, считается допустимым?"," 72 часа с момента вынесения судебного решения о применении залога в качестве меры пресечения (Лавовый кодекс России, Article 106).","['Налоговый кодекс Российской Федерации', 'Уголовно-процессуальный кодекс Российской Федерации']"
"Что происходит с затонувшим имуществом, если владелец отказывается от своих прав?"," Закон ""Гражданский кодекс Российской Федерации"" устанавливает, что в случае, если имущество было утрачено или невозможно восстановить, права на это имущество прекращаются. Если владелец отказывается от своих прав на утраченное или невозможное к восстановлению имущество, то права на это имущество переходят к государству (глава 29 ""Общие положения о лишениях прав и имущества""). В случае с затонувшим имуществом не ясно, что именно было утрачено или невозможно восстановить, поэтому для точного ответа недостаточно данных в нормативной базе.","['Жилищный кодекс Российской Федерации', 'Уголовно-процессуальный кодекс Российской Федерации', 'Гражданский процессуальный кодекс Российской Федерации', 'Гражданский кодекс Российской Федерации']"
Что такое земли сельскохозяйственного назначения?," Земли сельскохозяйственного назначения - это территории, занятые объектами сельского хозяйства, садоводством и огородничеством, предназначенные для ведения сельского хозяйства, а также зоны сельскохозяйственных угодий (пашни, сенокосы, пастбища, залежи), земли, занятые многолетними насаждениями (садами, виноградниками и другими). Этот термин используется в градостроительном кодексе России.","['Административный кодекс Российской Федерации', 'Налоговый кодекс Российской Федерации', 'Градостроительный кодекс Российской Федерации']"
Какой способ выполнения работ по капитальному ремонту рекомендует ГОСТ МДС 14-13.2000?," Недостаточно данных в нормативной базе для ответа на вопрос о рекомендации Госта MDS 14-13.2000 по способу выполнения работ по капитальному ремонту. Данный документ не содержит информации, относящейся к этим вопросам.","['Жилищный кодекс Российской Федерации', 'Административный кодекс Российской Федерации', 'Гражданский кодекс Российской Федерации']"
Какие законы Российской Федерации устанавливают состав земель поселений?," The Law on the Land Code of the Russian Federation (Article 5) states that documents of territorial planning for municipal formations, such as general plans for settlements and general plans for city districts, determine the composition of land in these areas. Therefore, the composition of zemel' (lands) in settlements is determined by the general plans for those settlements.

Reference:
LAW: Градостроительный кодекс Российской Федерации
ARTICLE: 5
TEXT:
1) схемы территориального планирования муниципальных районов;
2) генеральные планы поселений;
3) генеральные планы городских округов.","['Трудовой кодекс Российской Федерации', 'Градостроительный кодекс Российской Федерации', 'Кодекс административного судопроизводства Российской Федерации']"
"Какие правила применяются к правам на исполнение, созданное в пределах установленных для работника (исполнителя) трудовых обязанностей?"," Правила статьи 1295 настоящего Кодекса применяются к правам на исполнение, созданное в пределах установленных для работника (исполнителя) трудовых обязанностей.","['Трудовой кодекс Российской Федерации', 'Гражданский кодекс Российской Федерации']"
Какие коэффициенты применяются при демонтаже сборных деревянных конструкций?, Коэффициенты не указываются в предоставленном контексте.,"['Жилищный кодекс Российской Федерации', 'Трудовой кодекс Российской Федерации', 'Уголовный кодекс Российской Федерации', 'Налоговый кодекс Российской Федерации', 'Административный кодекс Российской Федерации']"
Какие технические характеристики и допуски для метода створных наблюдений приведены в СНиП 3.01.03-84?," Недостаточно данных в нормативной базе для ответа на вопрос о технических характеристиках и допусках для метода створных наблюдений, указанных в СНиП 3.01.03-84.","['Трудовой кодекс Российской Федерации', 'Административный кодекс Российской Федерации', 'Налоговый кодекс Российской Федерации', 'Градостроительный кодекс Российской Федерации']"
"Что означает, что решение суда первой инстанции может быть изменено или отменено, если нарушение привело или могло привести к принятию неправильного решения?"," ""Решение суда первой инстанции может быть изменено или отменено, если нарушение или неправильное применение норм материального права или норм процессуального права привело или могло привести к принятию неправильного решения"" - такой сценарий предусмотрен в Кодексе гражданского судопроизводства России (статья 232) и Кодексе административного судопроизводства России (статья 23).","['Уголовно-процессуальный кодекс Российской Федерации', 'Гражданский процессуальный кодекс Российской Федерации', 'Кодекс административного судопроизводства Российской Федерации']"
Могут ли органы государственной власти субъектов РФ устанавливать более высокие размеры районных коэффициентов?, Да,"['Трудовой кодекс Российской Федерации', 'Жилищный кодекс Российской Федерации', 'Градостроительный кодекс Российской Федерации']"
"Когда не признается реализацией товаров, работ или услуг?"," Не признается реализацией товаров, работ или услуг - при осуществлении операций, связанных с обращением российской или иностранной валюты (за исключением целей нумизматики); погашению депозитарных расписок при получении представляемых ценных бумаг; передаче представляемых ценных бумаг при размещении депозитарных расписок, удостоверяющих права на представляемые ценные бумаги.","['Налоговый кодекс Российской Федерации', 'Гражданский кодекс Российской Федерации']"
Какие требования предъявляются к точности разбивки длин сторон опорного контура и измерению углов и линий согласно СНиП 3.01.03-84?," Недостаточно данных в нормативной базе, так как требования к точности разбивки длин сторон опорного контура и измерению углов и линий не определены в тексте представленных нормативных правовых актов.","['Уголовно-процессуальный кодекс Российской Федерации', 'Градостроительный кодекс Российской Федерации', 'Гражданский процессуальный кодекс Российской Федерации']"
Какие задачи ставит перед собой руководство проектной организации при формировании антимонопольных воздействий согласно ГОСТ МДС 80-2.2000?," В контексте предоставленного, руководство проектной организации ставит перед собой задачу определить методы и критерии для оценки возможных нарушений антимонопольного законодательства Российской Федерации в процессе проведения сделок или действий, связанных с подготовкой проектной документации. Это делается в соответствии с ГОСТ МДС 80-2.2000 ""Антимонопольное регулирование: Методы оценки воздействия на конкуренцию"" для избежания или минимизации недопущения, ограничения или устранения конкуренции в сфере строительства.","['Административный кодекс Российской Федерации', 'Налоговый кодекс Российской Федерации', 'Градостроительный кодекс Российской Федерации', 'Уголовно-процессуальный кодекс Российской Федерации']"
Какие лица могут участвовать в судебном заседании через веб-конференцию?," В соответствии с указанным контекстом, следующие лица могут участвовать в судебном заседании через веб-конференцию:

1. Лица, участвующие в деле (граждане или юридические лица) - по ходатайству им либо инициативе суда.
2. Представители юридических лиц.
3. Свидетели, эксперты, переводчики.

В случае с уголовно-процессуальным кодексом России, это допускается только в отсутствие лица по медицинским причинам и при наличии в суде технической возможности осуществления веб-конференции.

В случае с гражданско-процессуальным кодексом России, это допускается при условии заявления лиц об этом и наличия в суде технической возможности осуществления веб-конференции.

В случае с административно-процессуальным кодексом России, это допускается при условии заявления лиц об этом или по инициативе суда, если для правильного рассмотрения и разрешения дела необходимо участие в судебном заседании лица, которое по объективным причинам не имеет возможности лично присутствовать.

Важно отметить, что во всех случаях установление личности гражданина или юридического лица происходит с использованием информационно-технологических средств, обеспечивающих идентификацию лица без его личного присутствия (единой системы идентификации и аутентификации, единой информационной системы персональных данных, обеспечивающей обработку, включая сбор и хранение, биометрических персональных данных).","['Административный кодекс Российской Федерации', 'Кодекс административного судопроизводства Российской Федерации', 'Гражданский процессуальный кодекс Российской Федерации', 'Уголовно-процессуальный кодекс Российской Федерации']"
В какой форме выдается судебный приказ?," Судебный приказ может быть выполнен в форме электронного документа, подписанного усиленной квалифицированной электронной подписью, и на бумажном носителе в двух экземплярах. Экземпляры судебного приказа, выполненные на бумажном носителе, составляются на специальном бланке и подписываются судьей.","['Гражданский кодекс Российской Федерации', 'Гражданский процессуальный кодекс Российской Федерации', 'Кодекс административного судопроизводства Российской Федерации']"
Какие товары приобретают статус товаров Союза после помещения под таможенную процедуру реимпорта?," Налоговые товары, когда налогоплательщиком уплачены суммы налога, от уплаты которых он был освобожден либо суммы, которые были ему возвращены в связи с экспортом товаров в соответствии с настоящим Кодексом.
(Полный текст: Налоговый кодекс Российской Федерации ARTICLE: 141 TEXT: 2) при помещении товаров под таможенную процедуру реимпорта налогоплательщиком уплачиваются суммы налога, от уплаты которых он был освобожден, либо суммы, которые были ему возвращены в связи с экспортом товаров в соответствие с настоящим Кодексом)",['Налоговый кодекс Российской Федерации']
Какие действия должен выполнять заказчик-застройщик в части передачи оборудования и материалов в монтаж?," В соответствии с Гражданским кодексом Россииской Федерации, при осуществлении строительства, реконструкции, капитального ремонта объекта капитального строительства на основании договора строительного подряда с застройщиком или техническим заказчиком, лицо ответственное за эксплуатацию здания должно передать индивидуальному предпринимателю или юридическому лицу, с которыми заключен такой договор, материалы и результаты инженерных изысканий, проектную документацию (источник 4). При необходимости прекращения работ или их приостановления более чем на шесть месяцев застройщик должен обеспечить консервацию объекта капитального строительства (источник 5).","['Налоговый кодекс Российской Федерации', 'Градостроительный кодекс Российской Федерации', 'Гражданский кодекс Российской Федерации']"
Какие требования предъявляются к монтажу зенитных фонарей со светопропускающими элементами из листового стекла или стеклопакетов без установленных в световом проеме защитных металлических сеток согласно ГОСТ МДС 31-8.2002?," Ответ: Недостаточно данных в нормативной базе для точного ответа на этот вопрос, так как в рассмотренном контексте нет упоминания требований к зенитным фонарям со светопропускающими элементами из листового стекла или стеклопакетов без установленных в световом проеме защитных металлических сеток.
ГОСТ МДС 31-8.2002 касается технических требований к световым знакам на дорогах и проходах для их производства, но описано нет соответствующих требований по упомянутым зенитным фонарям.","['Гражданский кодекс Российской Федерации', 'Уголовный кодекс Российской Федерации', 'Налоговый кодекс Российской Федерации', 'Гражданский процессуальный кодекс Российской Федерации', 'Административный кодекс Российской Федерации', 'Градостроительный кодекс Российской Федерации']"
Что грозит за установку на передней части транспортного средства световых приборов с огнями красного цвета?," Наложение административного штрафа на граждан в размере трех тысяч рублей с конфискацией указанных приборов и приспособлений; на должностных лиц, ответственных за эксплуатацию транспортных средств - от пятнадцати тысяч до двадцати тысяч рублей с конфискацией указанных приборов и приспособлений; на юридических лиц - от четырехсот тысяч до пятисот тысяч рублей с конфискацией указанных приборов и приспособлений.",['Административный кодекс Российской Федерации']
"Какую дополнительную информацию о претенденте следует указывать в форме 'Наименование организации, фирмы, консорциума' согласно ГОСТ МДС 80-5.2000?"," Недостаточно данных в нормативной базе для ответа на вопрос. В ГОСТе МДС 80-5.2000 не указывается дополнительная информацию, которую следует указывать в форме ""Наименование организации, фирмы, консорциума"".","['Гражданский кодекс Российской Федерации', 'Налоговый кодекс Российской Федерации', 'Градостроительный кодекс Российской Федерации', 'Уголовно-процессуальный кодекс Российской Федерации']"
Какие действия предпринимают финансовые органы для установления порядка составления бюджетной отчетности?," Действия, предпринимаемые финансовыми органами для установления порядка составления бюджетной отчетности, включают:
1. Утверждение требований к бюджетному учету в соответствии с законом.
2. Проверку бюджетной или бухгалтерской (финансовой) отчетности, по результатам которой могут быть обнаружены исправленные ошибки в бюджетной или бухгалтерской (финансовой) отчетности.
3. Определение порядка составления и утверждения сведений (документов), используемых при составлении и рассмотрении проектов бюджетов бюджетной системы Российской Федерации, исполнении бюджетов бюджетной системы Российской Федерации.
4. Определение порядка формирования и представления обоснований бюджетных ассигнований.
5. Утверждение порядков направления документов в соответствии с бюджетным законодательством Российской Федерации.
6. Управление формой, форматом и порядок направления в органы, осуществляющие открытие и ведение лицевых счетов в соответствии с бюджетным законодательством Российской Федерации.
7. Установление порядка проверки первичных учетных документов, регистров бухгалтерского учета и бюджатной или бухгалтерской (финансовой) отчетности в течение установленных сроков хранения таких документов.
8. Создание процедур для проверки и аудита бухгалтерских учетов, отчетностей и документов.","['Административный кодекс Российской Федерации', 'Налоговый кодекс Российской Федерации']"
Какой телефон можно использовать для бесплатной юридической консультации в регионах РФ?, 8 (800) 301-92-12,"['Гражданский кодекс Российской Федерации', 'Налоговый кодекс Российской Федерации', 'Гражданский процессуальный кодекс Российской Федерации', 'Административный кодекс Российской Федерации', 'Уголовно-процессуальный кодекс Российской Федерации']"
В каком виде выдается судебный приказ?," Судебный приказ может быть выполнен в форме электронного документа, подписанным усиленной квалифицированной электронной подписью, и на бумажном носителе в двух экземплярах. Экземпляры судебного приказа, выполненные на бумажном носителе, составляются на специальном бланке и подписываются судьей.","['Уголовно-процессуальный кодекс Российской Федерации', 'Гражданский процессуальный кодекс Российской Федерации', 'Кодекс административного судопроизводства Российской Федерации']"
Какие требования к фрагментам бортов ванн согласно ГОСТ МДС 35-7.2000?," Недостаточно данных в нормативной базе, как я не нашел сведений о требованиях к фрагментам бортов ванн согласно ГОСТ МДС 35-7.2000.","['Административный кодекс Российской Федерации', 'Налоговый кодекс Российской Федерации', 'Градостроительный кодекс Российской Федерации', 'Гражданский кодекс Российской Федерации']"
Что должен делать правообладатель в случае изменения сведений о себе?," Правообладатель должен заявить федеральному органу исполнительной власти по интеллектуальной собственности об изменении сведениях о себе, чтобы вносить изменения в Государственный реестр программ для ЭВМ или Реестр баз данных (по соответствующему статье Гражданского кодекса России – 1246 или 1500).","['Жилищный кодекс Российской Федерации', 'Налоговый кодекс Российской Федерации', 'Гражданский кодекс Российской Федерации']"
Какие расходы не учитываются при определении налоговой базы клиринговых организаций?," 1) денежные средства и иное имущество, которые обеспечивают исполнение обязательств участников клиринга и переданы клиринговой организацией в счет исполнения таких обязательств;
2) денежные средства и иное имущество, которые переданы клиринговой организации участникам клиринга по итогам осуществления клиринга (расчетов), в том числе по договорам, стороной по которым является клиринговая организация, а также по договорам, совершаемым клиринговой организацией в целях исполнения обязательств перед участниками клиринга;
3) денежные средства и иное имущество, которые переданы участникам клиринга и которые получены клиринговой организацией от использования фондов, сформированных клиринговой организацией за счет взносов данных участников клиринга в целях обеспечения исполнения обязательств по гражданско-правовым договорам.",['Налоговый кодекс Российской Федерации']
"Какие действия должен предпринять перевозчик, если груз был принят для перевозки после наступления срока прекращения обязательного приема груза?"," Ответ: Недостаточно данных в нормативной базе, так как не указано, какой договор речь идет о, по которому была доставлена грузовая операция.","['Трудовой кодекс Российской Федерации', 'Административный кодекс Российской Федерации', 'Гражданский кодекс Российской Федерации']"
"Что происходит, если банк несвоевременно зачисляет или списывает средства?", Недостаточно данных в нормативной базе для определения наказания банка за задержку выполнения операций (зачисления или списания) денежных средств.,['Гражданский кодекс Российской Федерации']
Могут ли клиринговые организации быть участниками консолидированной группы налогоплательщиков?," Да, клиринговые организации могут быть участниками консолидированной группы налогоплательщиков, поскольку они не включены в список организаций, которые не могут являться участниками такой группы (как указано в статье 21 Налогового кодекса России).",['Налоговый кодекс Российской Федерации']
"Какое наказание предусмотрено за незаконное получение сведений, составляющих государственную тайну?", Лишение свободы на срок от двух до четырех лет или штраф в размере от двухсот тысяч до пятисот тысяч рублей.,"['Гражданский кодекс Российской Федерации', 'Уголовный кодекс Российской Федерации', 'Налоговый кодекс Российской Федерации', 'Административный кодекс Российской Федерации', 'Градостроительный кодекс Российской Федерации']"
Какая фирма представлена в списке основных характеристик изделий?, Ответ: Не указано в нормативной базе,"['Административный кодекс Российской Федерации', 'Гражданский кодекс Российской Федерации', 'Градостроительный кодекс Российской Федерации', 'Кодекс административного судопроизводства Российской Федерации']"
Какие требования к травмобезопасности комплексных игровых площадок указаны в ГОСТ МДС 35-7.2000?," Ответ:
Недостаточно данных в нормативной базе для ответа на вопрос о требованиях к травмобезопасности комплексных игровых площадок, указанных в ГОСТ МДС 35-7.2000.","['Трудовой кодекс Российской Федерации', 'Налоговый кодекс Российской Федерации', 'Гражданский процессуальный кодекс Российской Федерации', 'Административный кодекс Российской Федерации', 'Градостроительный кодекс Российской Федерации']"
"Какое название имеет документ, регламентирующий проектирование и устройство фонарей для естественного освещения помещений согласно ГОСТ МДС 31-8.2002?"," Название документа, регламентирующего проектирование и устройство фонарей для естественного освещения помещений согласно ГОСТ МДС 31-8.2002, не указан в контексте предоставленном.

Предоставите дополнительные сведения из нормативной базы для получения ответа на основе контекста.","['Трудовой кодекс Российской Федерации', 'Налоговый кодекс Российской Федерации', 'Градостроительный кодекс Российской Федерации', 'Гражданский кодекс Российской Федерации']"
Какие требования предъявляет ГОСТ МДС 35-7.2000 к проектированию висячего моста?," Данная нормативная база не содержит информацию об определении требований ГОСТ МДС 35-7.2000 к проектированию висячего моста. ""Градостроительный кодекс России"" не указывает на документ, который мог бы дать ответ на этот вопрос. Недостаточно данных в нормативной базе.","['Трудовой кодекс Российской Федерации', 'Налоговый кодекс Российской Федерации', 'Градостроительный кодекс Российской Федерации', 'Уголовно-процессуальный кодекс Российской Федерации']"
