question,answer,source,page
Как проверяется внешний облик построенного или реконструированного объекта?,"В заявлении о выдаче разрешения на ввод объекта капитального строительства в эксплуатацию 
застройщиком указываются: 
1) согласие застройщика на осуществление государственной регистрации права собственности 
застройщика на построенные, реконструированные здание, сооружение и (или) на все расположенные в 
таких здании, сооружении помещения, машино-места в случае, если строительство, реконструкция здания, 
сооружения осуществлялись застройщиком без привлечения средств иных лиц; 
2) согласие застройщика и иного лица (иных лиц) на осуществление государственной регистрации права 
собственности застройщика и (или) указанного лица (указанных лиц) на построенные, реконструированные 
здание, сооружение и (или) на все расположенные в таких здании, сооружении помещения, машино-места 
в случае, если строительство, реконструкция здания, сооружения осуществлялись с привлечением средств 
иных лиц; 
3) сведения об уплате государственной пошлины за осуществление государственной регистрации прав; 
4) адрес (адреса) электронной почты для связи с застройщиком, иным лицом (иными лицами) в случае, 
если строительство или реконструкция здания, сооружения осуществлялись с привлечением средств иных 
лиц.",Градостроительный кодекс Российской Федерации.pdf,183
Как часто следует проверять горизонтальность рядов кладки согласно СНиП 3.01.03-84?,"Точность построения внутренней разбивочной сети здания (сооружения) следует
принимать в соответствии с требованиями СНиП 3.01.03-84 (табл.",Data1_11_11285_index.pdf,35
Когда автор считается согласившимся на обнародование произведения?,"Каждый автор произведения, вошедшего составной частью в аудиовизуальное произведение, как 
существовавшего ранее (автор произведения, положенного в основу сценария, и другие), так и созданного 
в процессе работы над ним (оператор-постановщик, художник-постановщик и другие), сохраняет 
исключительное право на свое произведение, за исключением случаев, когда это исключительное право 
было передано изготовителю или другим лицам либо перешло к изготовителю или другим лицам по иным 
основаниям, предусмотренным законом.",Гражданский кодекс Российской Федерации.pdf,523
Какие документы должны быть представлены для вычета акциза при использовании стали жидкой для производства продуктов металлургического производства?,"При проведении камеральной налоговой проверки налоговой декларации по акцизам, в которой 
заявлены налоговые вычеты, предусмотренные статьей 200 настоящего Кодекса в связи с возвратом 
покупателем налогоплательщику ранее реализованных подакцизных товаров (за исключением алкогольной 
и (или) подакцизной спиртосодержащей продукции), налоговой декларации по акцизам, представленной в 
связи с возвратом налогоплательщиком - производителем алкогольной и (или) подакцизной 
спиртосодержащей продукции этилового спирта поставщику - производителю этилового спирта, налоговой 
декларации по акцизам, отражающей налоговые вычеты сумм акциза, уплаченных налогоплательщиком 
при ввозе подакцизных товаров на территорию Российской Федерации, в дальнейшем использованных в 
качестве сырья для производства подакцизных товаров, налоговый орган вправе истребовать у 
налогоплательщика первичные и иные документы, подтверждающие возврат подакцизных товаров и 
правомерность применения указанных налоговых вычетов, за исключением документов, ранее 
представленных в налоговые органы по иным основаниям.",Налоговый кодекс Российской Федерации.pdf,229
"Что влечет наложение административного штрафа в размере от одной тысячи пятисот до двух тысяч пятисот рублей с конфискацией форменной одежды, знаков различия, символики государственных военизированных организаций, правоохранительных или контролирующих органов согласно части 2 статьи 17.12?","Воспрепятствование законной деятельности должностного лица органа государственного контроля 
(надзора), органа государственного финансового контроля, должностного лица организации, 
уполномоченной в соответствии с федеральными законами на осуществление государственного надзора, 
должностного лица органа муниципального контроля, органа муниципального финансового контроля по 
проведению проверок или уклонение от таких проверок, за исключением случаев, предусмотренных 
частью 4 статьи 14.24, частью 9 статьи 15.29 и статьей 19.4.2 настоящего Кодекса, - 
влечет наложение административного штрафа на граждан в размере от пятисот до одной тысячи рублей; 
на должностных лиц - от двух тысяч до четырех тысяч рублей; на юридических лиц - от пяти тысяч до 
десяти тысяч рублей.",Административный кодекс Российской Федерации.pdf,386
Какие условия позволяют уполномоченным экономическим операторам выпускать товары до подачи декларации?,"Комментарии к статьям на сайте 
https://tkeaes.ru/ 
 
 
 
уполномоченный экономический оператор, -не позднее срока, указанного в пункте 4 статьи 441 
настоящего 
Кодекса, 
обязанность 
по 
уплате 
налогов, 
специальных, 
антидемпинговых, 
компенсационных пошлин подлежит исполнению (налоги, специальные, антидемпинговые, 
компенсационные пошлины подлежат уплате) до подачи декларации на товары.",Таможенный кодекс Евразийского экономического союза.pdf,215
Какие требования к модульной конструкции зенитных фонарей согласно ГОСТ МДС 31-8.2002?,"Транспортирование и хранение конструкций фонарей, в том числе светопропускающих элементов,
должно производиться в соответствии с требованиями ГОСТ или технических условий на эти изделия, а также
установленными правилами перевозки таких грузов.",Data1_10_10846_index.pdf,17
Какие нормативы отчислений установлены для налога на имущество физических лиц в бюджетах городских округов с внутригородским делением?,"Комментарии к статьям на сайте 
https://budkod.ru/ 
 
 
 
находящегося в муниципальной собственности, за исключением движимого имущества 
муниципальных бюджетных и автономных учреждений, а также имущества муниципальных 
унитарных предприятий, в том числе казенных, - по нормативу 100 процентов; 
доходов от платных услуг, оказываемых муниципальными казенными учреждениями; 
части прибыли муниципальных унитарных предприятий, остающейся после уплаты налогов 
и иных обязательных платежей, в размерах, определяемых в порядке, установленном 
муниципальными правовыми актами представительных органов муниципальных образований; 
платы за использование лесов, расположенных на землях, находящихся в муниципальной 
собственности, - по нормативу 100 процентов; 
платы за увеличение площади земельных участков, находящихся в частной собственности, в 
результате перераспределения таких земельных участков и земельных участков, находящихся в 
муниципальной собственности, - по нормативу 100 процентов; 
платы по соглашениям об установлении сервитута, заключенным государственными 
(муниципальными) органами, единым институтом развития в жилищной сфере, государственными 
или 
муниципальными 
предприятиями 
либо 
государственными 
или 
муниципальными 
учреждениями в отношении земельных участков, находящихся в муниципальной собственности, 
или земельных участков, государственная собственность на которые не разграничена и которые 
расположены в границах муниципальных округов, городских округов, городских округов с 
внутригородским делением, городских, сельских поселений, - по нормативу 100 процентов в 
бюджет муниципального образования, в собственности (на территории) которого находится 
земельный участок, если иное не установлено настоящей статьей; 
платы за публичный сервитут, предусмотренной решением уполномоченного органа об 
установлении публичного сервитута в отношении земельных участков, находящихся в 
муниципальной собственности, или земельных участков, государственная собственность на 
которые не разграничена, которые расположены в границах муниципальных округов, городских 
округов, городских округов с внутригородским делением, городских, сельских поселений и не 
предоставлены гражданам или юридическим лицам (за исключением органов государственной 
власти (государственных органов), органов местного самоуправления (муниципальных органов), 
органов управления государственными внебюджетными фондами и казенных учреждений), - по 
нормативу 100 процентов в бюджет муниципального образования, в собственности (на территории) 
которого находится земельный участок, если иное не установлено настоящей статьей.",Бюджетный кодекс Российской Федерации.pdf,66
В каких случаях может быть вынесено ходатайство об ограничении профессиональной деятельности специалиста согласно СНиП?,"Ходатайство об ограничении профессиональной деятельности специалиста
выносится в случаях злонамеренного, грубого или многократного нарушения
положений настоящего Кодекса, которое повлекло за собой значительный
материальный и (или) моральный ущерб для участников контрактных, договорных
соглашений, коллег, пользователей продукции, а также в случаях, связанных с
предумышленным невыполнением профессионального долга и дискредитацией
профессии.",Data1_10_10851_index.pdf,6
Как исчисляется срок обязательных работ?,"Обязательные работы, исправительные работы, ограничение по военной службе, принудительные 
работы, арест, содержание в дисциплинарной воинской части, лишение свободы на определенный срок, 
пожизненное лишение свободы, смертная казнь применяются только в качестве основных видов 
наказаний.",Уголовный кодекс Российской Федерации.pdf,13
"Как заполняется раздел 1 сводного сметного расчета при строительстве, осуществляемом в полном объеме силами и средствами иностранной firmы?","5.4.1 и
5.4.2 настоящего Порядка и разницы между ними средства на покрытие затрат по уплате НДС не
включаются (как это предусмотрено указаниями Минархстроя России от 27.01.92 № БФ-75/12),
поскольку они учитываются отдельной строкой на общий итог сметной стоимости в смешанных
ценах по объемам работ (затрат), выполняемым российскими организациями, в разделе 1 сводного
сметного расчета стоимости строительства в смешанных ценах, составляемого по форме № 1 (см.",Data1_2_2082_index.pdf,8
В каких случаях комиссионер может отступить от указаний комитента?,"Комментарии к статьям на сайте
https://nkodeksrf.ru/
3.8) в виде прав на результаты интеллектуальной деятельности, созданные по заказу Фонда перспективных 
исследований и переданные безвозмездно лицам, указанным в пункте 1 части 2 статьи 9 Федерального 
закона от 16 октября 2012 года N 174-ФЗ ""О Фонде перспективных исследований""; 
4) в виде имущества, имущественных прав, которые получены в пределах вклада (взноса) участником 
организации (его правопреемником или наследником), при уменьшении уставного (складочного) капитала 
(фонда), при выходе из организации либо при распределении имущества ликвидируемой организации 
между ее участниками; 
5) в виде имущества, имущественных прав и (или) неимущественных прав, имеющих денежную оценку, 
которые получены в пределах вклада участником договора простого товарищества (договора о совместной 
деятельности) или его правопреемником в случае выделения его доли из имущества, находящегося в 
общей собственности участников договора, или раздела такого имущества; 
6) в виде средств и иного имущества, которые получены в виде безвозмездной помощи (содействия) в 
порядке, установленном Федеральным законом ""О безвозмездной помощи (содействии) Российской 
Федерации и внесении изменений и дополнений в отдельные законодательные акты Российской 
Федерации о налогах и об установлении льгот по платежам в государственные внебюджетные фонды в 
связи с осуществлением безвозмездной помощи (содействия) Российской Федерации""; 
7) в виде основных средств и нематериальных активов, безвозмездно полученных в соответствии с 
международными договорами Российской Федерации, а также в соответствии с законодательством 
Российской Федерации атомными станциями для повышения их безопасности, используемых для 
производственных целей; 
8) в виде имущества, полученного государственными и муниципальными учреждениями по решению 
органов исполнительной власти всех уровней; 
9) в виде имущества (включая денежные средства), поступившего комиссионеру, агенту и (или) иному 
поверенному в связи с исполнением обязательств по договору комиссии, агентскому договору или другому 
аналогичному договору, а также в счет возмещения затрат, произведенных комиссионером, агентом и (или) 
иным поверенным за комитента, принципала и (или) иного доверителя, если такие затраты не подлежат 
включению в состав расходов комиссионера, агента и (или) иного поверенного в соответствии с условиями 
заключенных договоров.",Налоговый кодекс Российской Федерации.pdf,914
Какие действия запрещены в процессе эксплуатации согласно ГОСТ МДС 17-13.2000?,"Применение разных индексов пересчета в текущие цены от цен 2000 года для
ТЕРм и для ФЕРм, пересчитанных в цены какого-либо региона, не допускается.",Data1_10_10754_index.pdf,18
"Какие тарифы страховых взносов применяются для плательщиков, указанных в подпунктах 5-9 пункта 1 статьи?","Комментарии к статьям на сайте 
https://nkodeksrf.ru/ 
 
 
 
 
нетрудоспособности и в связи с материнством, на обязательное медицинское страхование в течение 2017 - 
2027 годов устанавливаются в размере 0 процентов; 
3) для плательщиков, указанных в подпунктах 5 - 9 пункта 1 настоящей статьи, в течение 2017 - 2018 годов 
тарифы страховых взносов на обязательное пенсионное страхование устанавливаются в размере 20,0 
процента, на обязательное социальное страхование на случай временной нетрудоспособности и в связи с 
материнством, на обязательное медицинское страхование - 0 процентов.",Налоговый кодекс Российской Федерации.pdf,1635
Какие данные о относительной просадочности просадочных лессовых грунтов необходимы для проектирования инъекционного химзакрепления согласно СНиП 3.02.01-83?,"Проект инъекционного химзакрепления грунтов в целом разрабатывается на основе следующих материалов:
а) материалов проекта сооружения, содержащих полные технические данные о нем, включая генплан и разрезы с данными о
наземных конструкциях, фундаментах и основаниях, в том числе ожидаемые нагрузки на основание, а также сведения о
расположенных вблизи сооружения других объектах;
б) для существующих сооружений на основе имеющихся архивных материалов о данном сооружении и результатов
инженерного обследования сооружения с техническим заключением;
в) результатов инженерных изысканий, согласно требований СНиП и пособий на проектирование оснований и фундаментов
зданий и сооружений, и на инженерные изыскания в строительстве, а также результатов специальных исследований, согласно
разд.",Data1_11_11295_index.pdf,10
Какие данные представлены в столбце 'Генплан и транспорт' для санитарно-защитных зон в таблице 28 согласно СНиП?,"Проект инъекционного химзакрепления грунтов в целом разрабатывается на основе следующих материалов:
а) материалов проекта сооружения, содержащих полные технические данные о нем, включая генплан и разрезы с данными о
наземных конструкциях, фундаментах и основаниях, в том числе ожидаемые нагрузки на основание, а также сведения о
расположенных вблизи сооружения других объектах;
б) для существующих сооружений на основе имеющихся архивных материалов о данном сооружении и результатов
инженерного обследования сооружения с техническим заключением;
в) результатов инженерных изысканий, согласно требований СНиП и пособий на проектирование оснований и фундаментов
зданий и сооружений, и на инженерные изыскания в строительстве, а также результатов специальных исследований, согласно
разд.",Data1_11_11295_index.pdf,10
"Какие субсидии могут предоставляться юридическим лицам, являющимся стороной концессионных соглашений?","Заключение договора (соглашения) о предоставлении субсидии юридическому лицу, 
являющемуся стороной соглашения о защите и поощрении капиталовложений, заключенного в 
порядке, установленном Федеральным законом от 1 апреля 2020 года N 69-ФЗ ""О защите и 
поощрении капиталовложений в Российской Федерации"", на срок, превышающий срок действия 
утвержденных лимитов бюджетных обязательств, осуществляется в пределах сроков и объемов 
возмещения затрат, определяемых в соответствии с указанным Федеральным законом.",Бюджетный кодекс Российской Федерации.pdf,86
Какие ограничения могут препятствовать завершению строительства объектов незавершенного строительства?,"Комментарии к статьям на сайте 
https://zkodeksrf.ru/ 
 
 
 
 
капитального ремонта, сноса объектов капитального строительства, включенных в программу 
деятельности указанной публично-правовой компании на текущий год и плановый период в соответствии с 
Федеральным законом ""О публично-правовой компании ""Единый заказчик в сфере строительства"" и о 
внесении изменений в отдельные законодательные акты Российской Федерации""; 
22) публично-правовой компании ""Фонд развития территорий"" для осуществления функций и полномочий, 
предусмотренных Федеральным законом от 29 июля 2017 года N 218-ФЗ ""О публично-правовой компании 
""Фонд развития территорий"" и о внесении изменений в отдельные законодательные акты Российской 
Федерации"", если завершение строительства объектов незавершенного строительства (строительство 
объектов капитального строительства) на земельном участке, переданном (который может быть передан) 
указанной публично-правовой компании по основаниям, предусмотренным Федеральным законом от 26 
октября 2002 года N 127-ФЗ ""О несостоятельности (банкротстве)"", невозможно в связи с наличием 
ограничений, установленных земельным и иным законодательством Российской Федерации, при 
подтверждении наличия таких ограничений федеральным органом исполнительной власти, органом 
исполнительной власти субъекта Российской Федерации, органом местного самоуправления, 
уполномоченным на выдачу разрешений на строительство в соответствии с Градостроительным кодексом 
Российской Федерации; 
23) публично-правовой компании ""Роскадастр"" в отношении земельных участков, предоставленных на 
праве постоянного (бессрочного) пользования федеральным государственным учреждениям, 
реорганизация которых осуществлена в соответствии с Федеральным законом ""О публично-правовой 
компании ""Роскадастр""; 
24) участнику Военного инновационного технополиса ""Эра"" Министерства обороны Российской Федерации 
в соответствии с Федеральным законом ""О Военном инновационном технополисе ""Эра"" Министерства 
обороны Российской Федерации и о внесении изменений в отдельные законодательные акты Российской 
Федерации"" на территории указанного Технополиса на срок участия в его деятельности для достижения 
целей создания и решения задач указанного Технополиса в порядке, установленном федеральным 
органом исполнительной власти, осуществляющим функции по выработке и реализации государственной 
политики, нормативно-правовому регулированию в области обороны.",Земельный кодекс Российской Федерации.pdf,48
В каких случаях доказательство может быть признано недопустимым?,"В последнем случае владельцу вещественных 
доказательств могут быть возвращены предметы того же рода и качества или их стоимость.",Гражданский процессуальный кодекс Российской Федерации.pdf,31
Как долго может длиться экспертиза оферт?,"При размещении подрядов на проектирование и строительство «под ключ»
непроизводственных объектов в качестве основных могут рассматриваться такие
показатели, как архитектурная выразительность градостроительного комплекса,
стоимость строительства и затраты на эксплуатацию возводимых зданий и
сооружений.",Data1_10_10869_index.pdf,3
"Какое право применяется, если между сторонами обязательства не заключено соглашение о праве, подлежащем применению?","Правила настоящей статьи применяются, если между сторонами обязательства, возникающего 
вследствие причинения вреда, не заключено соглашение о праве, подлежащем применению к этому 
обязательству (статья 1223.1).",Гражданский кодекс Российской Федерации.pdf,486
"Какие дела об административных правонарушениях рассматривает федеральный орган исполнительной власти, осуществляющий функции в сфере деятельности войск национальной гвардии Российской Федерации?","Федеральный орган исполнительной власти, осуществляющий функции в сфере деятельности войск 
национальной гвардии Российской Федерации, рассматривает дела об административных 
правонарушениях, предусмотренных частью 36 статьи 19.5, частями 1, 3, 4, 4.1, 5 и 6 статьи 20.8, статьей 
20.11, частями 1 - 3 статьи 20.12, статьей 20.14, частями 1, 2 - 4 статьи 20.16, частью 1 статьи 20.23, статьей 
20.24 настоящего Кодекса.",Административный кодекс Российской Федерации.pdf,502
Какие меры предусмотрены для обеспечения температурно-влажностного режима подвальных помещений согласно ГОСТ МДС 13-18.2000?,"При прогрессирующих деформациях (о чем
свидетельствует разрушение маяка) для определения причин осадки и способа ее
устранения необходимо создать комиссию с участием представителей строительных и
проектных организаций;
б) на температурно-влажностный режим подвальных помещений и технических
подполий, который достигается:
- плотностью притворов в заполнениях оконных и дверных проемов;
- плотностью закрывания загрузочных люков, дверей, мусоросборных камер;
- утеплением трубопроводов, водомеров, входных дверей;
- исправностью остекления переплетов;
- постановкой пружин или амортизаторов на входных дверях;
- устранением всех повреждений конструкций подвалов (полов, стен, потолков,
перегородок и др.).",Data1_10_10852_index.pdf,3
"Что происходит, если сторона анализируемой сделки не отвечает требованиям для сопоставления?","В случае, если сторона анализируемой сделки не отвечает требованиям, предусмотренным подпунктами 
1 - 3 пункта 6 настоящей статьи, для сопоставления с рыночным интервалом рентабельности выбирается та 
сторона анализируемой сделки, которая в наибольшей степени отвечает указанным требованиям.",Налоговый кодекс Российской Федерации.pdf,298
Какова максимальная влажность древесины должна быть согласно ГОСТ МДС 17-13.2000?,"Отсутствуют: 
на автобусе, легковом и грузовом автомобилях, колесных тракторах - медицинская аптечка, 
огнетушитель, знак аварийной остановки по ГОСТу Р 41.27-2001; 
на грузовых автомобилях с разрешенной максимальной массой свыше 3,5 т и автобусах с 
разрешенной максимальной массой свыше 5 т - противооткатные упоры (должно быть не менее 
двух); 
на мотоцикле с боковым прицепом - медицинская аптечка, знак аварийной остановки по 
ГОСТу Р 41.27-2001.",ПДД Российской Федерации.pdf,62
Какие сведения должны быть указаны в исковом заявлении?,"В 
административном исковом заявлении должны быть указаны: 
1) сведения, предусмотренные пунктами 1 - 3, 5 и 9 части 2 статьи 125 настоящего Кодекса; 
2) наименование обязательного платежа, подлежащего взысканию, размер денежной суммы, 
составляющей платеж, и ее расчет; 
3) 
положения 
федерального 
закона 
или 
иного 
нормативного 
правового 
акта, 
предусматривающие уплату обязательного платежа; 
4) сведения о направлении требования об уплате платежа в добровольном порядке; 
5) размер и расчет денежной суммы, составляющей санкцию, и положения нормативного 
правового акта, устанавливающие санкцию; 
6) сведения об отмене судебного приказа по требованию о взыскании обязательных 
платежей и санкций, вынесенного в порядке, установленном главой 11.1 настоящего Кодекса.",Кодекс административного судопроизводства Российской Федерации.pdf,186
Какие нарушения относятся к категории «В» согласно ГОСТ МДС 17-13.2000?,"ГОССТРОЙ РОССИИ
М Е Т О Д И Ч Е С К И Е  Р Е К О М Е Н Д А Ц И И
ПО РАЗРАБОТКЕ
ТЕХНИЧЕСКОЙ ЧАСТИ
ТЕНДЕРНОЙ ДОКУМЕНТАЦИИ
И ОФЕРТЫ ПРЕТЕНДЕНТА
МДС-80-8.2000
МОСКВА 2000
Методические 
рекомендации 
по 
разработке 
технической 
части 
тендерной 
документации
предназначены 
для 
всех 
субъектов 
инвестиционной 
деятельности: 
заказчиков 
(инвесторов),
организаторов торгов, тендерных комитетов всех уровней, подрядных и субподрядных организаций,
представленных в качестве претендентов и оферентов, консалтинговых, инженерно-консультационных,
финансовых, страховых и иных организаций, в том числе иностранных партнеров, участвующих в
подрядных торгах на территории Российской Федерации, а также университетов и институтов
повышения квалификации руководящих работников и специалистов организаций вне зависимости от
видов и форм собственности.",Data1_10_10865_index.pdf,1
"Что означает знак 3.33 ""Движение транспортных средств с взрывчатыми и легковоспламеняющимися грузами запрещено""?","Комментарии к статьям на сайте 
https://stpddrf.ru/ 
 
 
 
1.2 - обозначает край проезжей части; 
1.3 - разделяет транспортные потоки противоположных направлений на дорогах с четырьмя 
и более полосами для движения в обоих направлениях, с двумя или тремя полосами - при ширине 
полос более 3,75 м; 
1.4 (цвет - желтый) - обозначает места, где запрещена остановка транспортных средств; 
1.5 - разделяет транспортные потоки противоположных направлений на дорогах, имеющих 
две или три полосы; обозначает границы полос движения при наличии двух и более полос, 
предназначенных для движения в одном направлении; 
1.6 - предупреждает о приближении к разметке 1.1 или 1.11, которая разделяет 
транспортные потоки противоположных или попутных направлений; 
1.7 - обозначает полосы движения в пределах перекрестка; 
1.8 - обозначает границу между полосой разгона или торможения и основной полосой 
проезжей части; 
1.9 - обозначает границы полос движения, на которых осуществляется реверсивное 
регулирование; разделяет транспортные потоки противоположных направлений (при выключенных 
реверсивных светофорах) на дорогах, где осуществляется реверсивное регулирование; 
1.10 (цвет - желтый) - обозначает места, где запрещена стоянка транспортных средств; 
1.11 - разделяет транспортные потоки противоположных или попутных направлений на 
участках дорог, где перестроение разрешено только из одной полосы; обозначает места, где 
необходимо разрешить движение только со стороны прерывистой линии (в местах разворота, 
въезда и выезда с прилегающей территории); 
1.12 - указывает место, где водитель должен остановиться при наличии знака 2.5 или при 
запрещающем сигнале светофора (регулировщика); 
1.13 - указывает место, где водитель должен при необходимости остановиться, уступая 
дорогу транспортным средствам, движущимся по пересекаемой дороге; 
1.14.1, 1.14.2 - обозначает пешеходный переход; стрелы разметки 1.14.2 указывают 
направление движения пешеходов; 
1.15 - обозначает место, где велосипедная дорожка пересекает проезжую часть; 
1.16.1 - обозначает островки, разделяющие транспортные потоки противоположных 
направлений, места для стоянки транспортных средств (парковки) и велосипедные полосы; 
1.16.2 - обозначает островки, разделяющие транспортные потоки одного направления; 
1.16.3 - обозначает островки в местах слияния транспортных потоков; 
1.17 (цвет - желтый) - обозначает места остановок маршрутных транспортных средств и 
стоянки такси; 
1.18 - указывает разрешенные на перекрестке направления движения по полосам.",ПДД Российской Федерации.pdf,51
