question,answer,source,page
"Какие требования предъявляются к пределу огнестойкости ограждающих стен и конструкций пристройки, согласно ГОСТ или СНиП?","Несущие и ограждающие строительные конструкции проектируемых зданий должны применяться с
регламентированным пределом огнестойкости к пределам распространения огня по этим конструкциям
согласно табл.",Data1_10_10865_index.pdf,15
Какое состояние должна иметь водопроводно-канализационная система согласно ГОСТ МДС 13-18.2000?,"ГОССТРОЙ РОССИИ
СОЮЗ РАБОТНИКОВ
ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА
РОССИИ
РЕКОМЕНДАЦИИ
ПО ПОДГОТОВКЕ ЖИЛИЩНОГО ФОНДА К ЗИМЕ
МДС 13-18.2000
Москва 2002
Рассмотрены основные вопросы, связанные с подготовкой к зиме зданий и систем их
инженерного обеспечения, а также других объектов жилищно-коммунального хозяйства
с учетом специфики их эксплуатации.",Data1_10_10852_index.pdf,1
"Как определяется стоимость блок-секций, разрабатываемых на основе базовой блок-секции? (с коэффициентом до 0,7)","Стоимость блок-секций, разрабатываемых на основе базовой блок-секции в составе единой серии, определяется с
коэффициентом до 0,7 от стоимости базовой блок-секции в зависимости от трудоемкости их проектирования.",Data1_11_11835_index.pdf,2
Какие требования к определению модуля силиката натрия указаны в СНиП 3.02.01-83?,Согласно главе СНиП 3.02.01-83 (разд.,Data1_11_11295_index.pdf,25
При каких условиях может быть назначено принудительное лечение в стационарных условиях общего типа?,"Принудительное лечение в медицинской организации, оказывающей психиатрическую помощь в 
стационарных условиях, общего типа может быть назначено лицу, которое по своему психическому 
состоянию нуждается в лечении и наблюдении в стационарных условиях, но не требует интенсивного 
наблюдения.",Уголовный кодекс Российской Федерации.pdf,43
Какие документы должны быть приложены к административному исковому заявлению?,"К административному исковому заявлению могут быть приложены иные доказательства, 
имеющие значение для правильного рассмотрения и разрешения административного дела.",Кодекс административного судопроизводства Российской Федерации.pdf,182
Какой СНиП документа регулирует учет налогов в сметной документации на строительство?,"Главное управление ценообразования,
сметных норм и расхода строительных материалов
Госстроя России
ПОСОБИЕ
ПО УЧЕТУ НАЛОГОВ В СМЕТНОЙ ДОКУМЕНТАЦИИ
НА СТРОИТЕЛЬСТВО
МДС 81-23.2000
Москва 2000
Пособие по учету налогов в сметной документации на строительство разработано Главным управлением
ценообразования, сметных норм и расхода строительных материалов Госстроя России и рекомендовано для
применения участникам инвестиционного процесса, осуществляющего на территории Российской Федерации.",Data1_2_2070_index.pdf,1
Кто обязан возмещать убытки согласно пункту 8 статьи 57.1?,"В случае возмещения правообладателю земельного участка и (или) расположенного на нем объекта 
недвижимого имущества убытков в соответствии со статьей 57.1 настоящего Кодекса, за исключением 
убытков, предусмотренных пунктами 6 и 7 статьи 57.1 настоящего Кодекса, выкуп земельного участка и 
(или) расположенного на нем объекта недвижимого имущества, возмещение за прекращение прав на 
земельный участок в соответствии с пунктами 7 и 8 настоящей статьи не осуществляются.",Земельный кодекс Российской Федерации.pdf,196
Какие данные используются для определения стоимости строительства общественных зданий согласно ГОСТ?,"стоимость строительства общественных зданий относится на 1 м2 общей площади
жилых домов, а также все затраты, связанные с привязкой этих объектов к местным
условиям строительства, согласно п.",Data1_2_2080_index.pdf,8
Какие действия может совершать председатель правления без одобрения правления или общего собрания?,"Председатель правления жилищного кооператива: 
1) обеспечивает выполнение решений правления кооператива; 
2) без доверенности действует от имени кооператива, в том числе представляет его интересы и совершает 
сделки; 
3) осуществляет иные полномочия, не отнесенные настоящим Кодексом или уставом кооператива к 
компетенции общего собрания членов кооператива (конференции) или правления кооператива.",Жилищный кодекс Российской Федерации.pdf,93
Какие обязанности возлагаются на теплоснабжающую организацию в случае запроса абонента на результаты расчетов? (п. 44),"Абонент имеет право потребовать, а теплоснабжающая организация обязана
предоставить 
ему 
результаты, 
расчетов 
количеств 
тепловой 
энергии 
и
теплоносителей, если расчеты выполняются теплоснабжающей организацией.",Data1_10_10870_index.pdf,10
Что представляют собой платежи по договорам добровольного личного страхования?,"Расчет авансового платежа представляет собой письменное заявление или заявление налогоплательщика, 
составленное в электронной форме и переданное по телекоммуникационным каналам связи с 
применением усиленной квалифицированной электронной подписи или через личный кабинет 
налогоплательщика, о базе исчисления, об используемых льготах, исчисленной сумме авансового платежа и 
(или) о других данных, служащих основанием для исчисления и уплаты авансового платежа.",Налоговый кодекс Российской Федерации.pdf,192
Какие ГОСТы или СНиПы регламентируют сметные нормы и расценки на строительные работы (СНиР-91)?,"___________
*) Сметные нормы и расценки на строительные работы в дальнейшем именуются «СНиР-91».",Data1_2_2076_index.pdf,2
Какие неисправности котлов и оборудования должны быть устранены согласно ГОСТ МДС 13-18.2000?,"Должны быть устранены неисправности котлов, обмуровки, дымоходов, боровов,
арматуры, автоматических регуляторов и контрольно-измерительных приборов.",Data1_10_10852_index.pdf,14
Какой код материала-представителя используется для устройства компенсаторных ниш согласно ГОСТ?,Для приготовления цементных растворов должен использоваться портландцемент марки не ниже 300.,Data1_11_11295_index.pdf,6
Кто имеет право на полное освобождение от уплаты налога на приобретение автотранспортных средств согласно ГОСТ МДС 81-23.2000?,"В случае
приобретения
автотранспортных
средств за валюту налог
исчисляется исходя из
продажной стоимости
автотранспортного
средства, пересчитанной
по курсу рубля,
устанавливаемого
Центральным банком
России на день
приобретения
автотранспортного
средства.",Data1_2_2070_index.pdf,15
Какую шкалу ареометра следует использовать при навернутом объемном грузе согласно ГОСТ (к СНиП 3.02.01-83)?,"При навернутом объемном грузе отсчет брать по левой шкале с цифровкой 0,9 - 1,7 г/см3.",Data1_11_11295_index.pdf,37
Какие документы и соглашения могут влиять на установление размера платы за наем жилого помещения?,"Договор найма жилого помещения жилищного фонда социального использования может быть 
расторгнут в любое время по соглашению сторон.",Жилищный кодекс Российской Федерации.pdf,73
Какой ГОСТ или СНиП регулирует расчет стоимости строительства в базисном уровне цен?,"во внутренних ценах Российской Федерации:
по уровню цен - в базисных ценах*, в текущих ценах или в прогнозных ценах;
* Определение стоимости строительства в базисных ценах производится для дальнейшего ее перерасчета в текущие
или прогнозные цены при применении базисно-индексного или базисно-компенсационного метода.",Data1_2_2082_index.pdf,2
"Что грозит за непредставление оператором связи, собственником или иным владельцем технологической сети связи, имеющими уникальный идентификатор совокупности средств связи и иных технических средств в информационно-телекоммуникационной сети ""Интернет"", информации, представление которой предусмотрено Федеральным законом от 7 июля 2003 года N 126-ФЗ ""О связи""?","Непредставление оператором связи, собственником или иным владельцем технологической сети связи, 
имеющими уникальный идентификатор совокупности средств связи и иных технических средств в 
информационно-телекоммуникационной сети ""Интернет"", собственником или иным владельцем линий 
связи, пересекающих Государственную границу Российской Федерации, иным лицом при использовании 
линий связи, пересекающих Государственную границу Российской Федерации, либо иным лицом, если 
такое лицо имеет уникальный идентификатор совокупности средств связи и иных технических средств в 
информационно-телекоммуникационной сети ""Интернет"", в орган, осуществляющий функции по контролю 
и надзору в сфере связи, информационных технологий и массовых коммуникаций, информации, 
представление которой предусмотрено Федеральным законом от 7 июля 2003 года N 126-ФЗ ""О связи"", 
либо нарушение требований к срокам, порядку, составу или формату представления перечисленными 
лицами указанной информации, за исключением случаев, предусмотренных частью 1 статьи 13.43 
настоящего Кодекса, - 
влечет наложение административного штрафа на должностных лиц в размере от пяти тысяч до десяти 
тысяч рублей.",Административный кодекс Российской Федерации.pdf,406
Что такое обезжиривание согласно Указаниям по применению федеральных единичных расценок на монтаж оборудования (ФЕРм-2001)?,"ГОСУДАРСТВЕННЫЙ КОМИТЕТ РОССИЙСКОЙ ФЕДЕРАЦИИ
ПО СТРОИТЕЛЬСТВУ И ЖИЛИЩНО-КОММУНАЛЬНОМУ
КОМПЛЕКСУ
(Госстрой России)
УКАЗАНИЯ
ПО ПРИМЕНЕНИЮ
ФЕДЕРАЛЬНЫХ ЕДИНИЧНЫХ РАСЦЕНОК
НА МОНТАЖ ОБОРУДОВАНИЯ
(ФЕРм-2001)
МДС 81-37.2004
Москва 2004
Указания по применению федеральных единичных расценок на монтаж
оборудования (ФЕРм-2001) МДС 81-37.2004 /Госстрой России/ Москва, 2004
РАЗРАБОТАНЫ      ЦНИИЭУС Госстроя России (к.э.н.",Data1_10_10754_index.pdf,1
Как формируются ресурсно-технологические модели (РТМ)?,"ОСНОВЕ РЕСУРСНО-ИНДЕКСНОГО МЕТОДА С ИСПОЛЬЗОВАНИЕМ РЕСУРСНО-ТЕХНОЛОГИЧЕСКИХ
МОДЕЛЕЙ НА УКРУПНЕННЫЕ ВИДЫ РАБОТ
 
РТМ.",Data1_2_2117_index.pdf,10
Какова периодичность капитального ремонта металлических ферм согласно ГОСТ МДС 14-13.2000?,"ГОСУДАРСТВЕННЫЙ КОМИТЕТ СОВЕТА МИНИСТРОВ СССР ПО ДЕЛАМ СТРОИТЕЛЬСТВА
(ГОССТРОЙ СССР)
ПОЛОЖЕНИЕ
О ПРОВЕДЕНИИ ПЛАНОВО-ПРЕДУПРЕДИТЕЛЬНОГО РЕМОНТА
ПРОИЗВОДСТВЕННЫХ ЗДАНИЙ И СООРУЖЕНИЙ
МДС 13-14.2000
(Утверждено Постановлением Госстроя СССР от 29 декабря 1973 г.",Data1_1_1879_index.pdf,1
Кто может входить в группу ОГП по СНиП 3.01.03-84?,"Группа ОГП может входить в состав геодезической службы организации -
заказчика, управления строительством или генеральной строительно-монтажной
организации.",Data1_11_11285_index.pdf,67
Как действует гексаметафосфат натрия на глинистый раствор и цементные растворы согласно ГОСТ (к СНиП 3.02.01-83)?,Согласно главе СНиП 3.02.01-83 (разд.,Data1_11_11295_index.pdf,25
"Кто утверждает формы бланков исполнительных листов и порядок их изготовления, учета, хранения и уничтожения?","Формы бланков исполнительных листов, порядок их изготовления, учета, хранения и уничтожения, 
требования к форматам исполнительных листов, направляемых для исполнения в форме электронного 
документа, утверждаются Правительством Российской Федерации.",Гражданский процессуальный кодекс Российской Федерации.pdf,189
"Какое наказание предусмотрено за регистрацию заведомо незаконных сделок с недвижимым имуществом, умышленное искажение сведений государственного кадастра недвижимости и (или) Единого государственного реестра прав на недвижимое имущество и сделок с ним, а равно занижение кадастровой стоимости объектов недвижимости?","Регистрация незаконных сделок с недвижимым имуществом 
Регистрация заведомо незаконных сделок с недвижимым имуществом, умышленное искажение сведений 
государственного кадастра недвижимости и (или) Единого государственного реестра прав на недвижимое 
имущество и сделок с ним, а равно занижение кадастровой стоимости объектов недвижимости, если эти 
деяния совершены из корыстной или иной личной заинтересованности должностным лицом с 
использованием своего служебного положения, -",Уголовный кодекс Российской Федерации.pdf,94
Какие телефоны доступны для бесплатной юридической консультации в Санкт-Петербурге и Ленинградской области?,"Бесплатная юридическая консультация по телефонам: 
• 8 (499) 938-53-71 (Москва и МО); 
 
• 8 (812) 467-95-28 (Санкт-Петербург и ЛО); 
• 8 (800) 301-92-12 (Регионы РФ).",Градостроительный кодекс Российской Федерации.pdf,291
Какие элементы должны быть показаны на плане благоустройства согласно ГОСТ МДС 11-7.2000?,"СИСТЕМА НОРМАТИВНЫХ ДОКУМЕНТОВ В СТРОИТЕЛЬСТВЕ
РУКОВОДЯЩИЙ ДОКУМЕНТ
ИНСТРУКЦИЯ
о составе, порядке разработки, согласования и утверждения
градостроительной документации
МДС 11-7.2000
Государственный комитет Российской Федерации
по вопросам архитектуры и строительства
(Госстрой России)
СОДЕРЖАНИЕ
1.",Data1_1_1904_index.pdf,1
"Как устанавливается порядок мониторинга разработки и утверждения программ комплексного развития систем коммунальной, транспортной и социальной инфраструктуры?","Комментарии к статьям на сайте 
https://grkodeksrf.ru/ 
 
 
 
 
 
7) осуществление федерального государственного строительного надзора в случаях, предусмотренных 
настоящим Кодексом; 
7.1) осуществление контроля за соблюдением органами государственной власти субъектов Российской 
Федерации, органами местного самоуправления законодательства о градостроительной деятельности; 
7.2) согласование проектов схем территориального планирования муниципальных районов, проектов 
генеральных планов поселений, городских округов, проектов правил землепользования и застройки в 
случаях, предусмотренных настоящим Кодексом; 
7.3) установление порядка осуществления мониторинга разработки и утверждения программ 
комплексного развития систем коммунальной инфраструктуры поселений, городских округов, программ 
комплексного развития транспортной инфраструктуры поселений, городских округов, программ 
комплексного развития социальной инфраструктуры поселений, городских округов; 
7.4) утратил силу с 1 сентября 2021 г.",Градостроительный кодекс Российской Федерации.pdf,21
В какой очередности переносятся убытки на будущие налоговые периоды?,"Если налогоплательщики получили убытки более чем в одном налоговом периоде, перенос таких убытков 
на будущие налоговые периоды производится в той очередности, в которой они получены.",Налоговый кодекс Российской Федерации.pdf,1490
"Какие ГОСТы или СНиПы регулируют проектирование комплексных приемных пунктов, включая парикмахерские и другие виды бытовых услуг?","хранения
304,86
4,910
 
Комплексные приемные пункты, включая парикмахерские и другие виды
бытовых услуг с количеством рабочих мест
 
 
 
23.",Data1_11_11835_index.pdf,13
Какой предел огнестойкости должен быть у кровельного покрытия согласно ГОСТ МДС-80-8.2000?,"Несущие и ограждающие строительные конструкции проектируемых зданий должны применяться с
регламентированным пределом огнестойкости к пределам распространения огня по этим конструкциям
согласно табл.",Data1_10_10865_index.pdf,15
"Какие каналы массовой рекламы непригодны для маркетинга проектной продукции, согласно ГОСТ МДС 11-11.2000?","Методы и
каналы (газеты, журналы) массовой рекламы, используемые для рекламы товаров
широкого потребления, непригодны для маркетинга проектной продукции.",Data1_10_10858_index.pdf,18
Какие нормативные документы и методические указания перечислены в ГОСТ МДС 81-30.2002 для расчета стоимости дорожных работ?,"МДС 81-30.2002/Госстрой
России.",Data1_10_10848_index.pdf,1
"Какие коэффициенты применяются к затратам на демонтаж легковесного и габаритного оборудования, не подлежащего дальнейшему использованию, с разборкой и резкой на части согласно Указаниям по применению ФЕРм-2001?","0,6;
- оборудование не подлежит дальнейшему использованию (предназначено в лом) с
разборкой 
и 
резкой 
на
части..........................................................................................................................................",Data1_10_10754_index.pdf,10
Какие виды экспертизы могут быть проведены и что они включают?,"В заключении экспертов, участвующих в проведении комплексной экспертизы, 
указывается, какие исследования и в каком объеме провел каждый эксперт, какие факты он 
установил и к каким выводам пришел.",Кодекс административного судопроизводства Российской Федерации.pdf,47
Какие требования должны быть отражены в инструкциях по охране труда согласно ГОСТ?,"В инструкциях, при необходимости, должны быть отражены требования,
относящиеся не только к особенностям используемого оборудования, но и к условиям, в которых выполняется данная
работа.",Data1_10_10862_index.pdf,6
Какие права имеет осужденный к смертной казни?,"После вступления приговора суда в законную силу осужденный к смертной казни имеет 
право в установленном законом порядке обратиться с ходатайством о помиловании.",Уголовно-исполнительный кодекс Российской Федерации.pdf,101
Какие меры предупреждают отклонения инъекторов и скважин от проектного направления согласно ГОСТ (к СНиП 3.02.01-83)?,"При погружении инъекторов в грунты и бурении скважин следует принимать меры, предупреждающие отклонения
инъекторов и скважин от проектного направления путем установки кондукторов.",Data1_11_11295_index.pdf,20
Какие примеры заполнения ведомости объемов грунта приведены в СНиПе?,Пример заполнения формы приведен в табл.,Data1_2_2080_index.pdf,4
"Как исчисляется и уплачивается налог на доходы, полученные в виде дивидендов по акциям российских организаций?","В отношении доходов, полученных в виде дивидендов по акциям российских организаций, налоговый агент 
исчисляет и уплачивает сумму налога на основании обобщенной информации, предусмотренной пунктом 5 
настоящей статьи, по налоговой ставке, установленной настоящим Кодексом или международным 
договором Российской Федерации по вопросам налогообложения для доходов в виде дивидендов, 
применение которой не зависит от доли участия в капитале, суммы вложений в капитал организации или 
срока владения соответствующими акциями.",Налоговый кодекс Российской Федерации.pdf,786
Какой стандарт (ГОСТ) регламентирует площадь мозаичных полов?,"НОРМАТИВНЫЕ ССЫЛКИ
В настоящих Рекомендациях даны ссылки на следующие стандарты, СНиП и проектную документацию:
ГОСТ 111-2001 «Стекло листовое.",Data1_10_10846_index.pdf,2
Какие телефоны доступны для бесплатной юридической консультации в Москве и Московской области?,"Бесплатная юридическая консультация по телефонам: 
• 8 (499) 938-53-71 (Москва и МО); 
 
• 8 (812) 467-95-28 (Санкт-Петербург и ЛО); 
• 8 (800) 301-92-12 (Регионы РФ).",Административный кодекс Российской Федерации.pdf,417
Как вручаются судебные извещения через дипломатические каналы?,"В случае отсутствия применимого международного договора Российской Федерации суд направляет 
судебное извещение в федеральный орган исполнительной власти, уполномоченный в области юстиции, 
для последующего направления (вручения) иностранному государству по дипломатическим каналам через",Гражданский процессуальный кодекс Российской Федерации.pdf,172
Что должно содержать решение о порядке следования осужденного к месту отбывания наказания в случае назначения ему отбывания лишения свободы в колонии-поселении в резолютивной части обвинительного приговора?,"В случаях освобождения подсудимого от отбывания наказания, применения отсрочки отбывания 
наказания или вынесения приговора без назначения наказания об этом также указывается в резолютивной 
части приговора.",Уголовно-процессуальный кодекс Российской Федерации.pdf,197
"Кто определяет места отбывания исправительных работ для осужденных, не имеющих основного места работы?","Исправительные работы отбываются осужденным по основному месту работы, а 
осужденным, не имеющим основного места работы, в местах, определяемых органами местного 
самоуправления по согласованию с уголовно-исполнительными инспекциями, но в районе места 
жительства осужденного.",Уголовно-исполнительный кодекс Российской Федерации.pdf,17
Как регулируется оборот земельных участков?,"Оборот земель сельскохозяйственного назначения регулируется Федеральным законом ""Об обороте 
земель сельскохозяйственного назначения"".",Земельный кодекс Российской Федерации.pdf,27
"Как можно предотвратить самовольное использование товарного знака, фирменного наименования или марки проектной продукции конкурента согласно ГОСТ МДС 80-2.2000?","Недобросовестная конкуренция чаще всего проявляется в следующем:
распространение ложных, неточных или искаженных сведений, способных
причинить убытки конкуренту (подразделению, специалисту) либо нанести ущерб его
деловой репутации;
введение потребителей (заказчиков проектной продукции (услуг)) в заблуждение
относительно характера, способа и места изготовления, потребительских свойств,
качества проектной продукции (услуг), разрабатываемых конкурентом;
некорректное сравнение собственных работ (услуг) с работами (услугами)
конкурентов;
самовольное использование товарного знака, фирменного наименования или марки
проектной продукции, а также копирование внешнего оформления продукции
конкурента;",Data1_10_10872_index.pdf,4
Какая ставка сбора установлена за прочие объекты водных биологических ресурсов?,"Ставки сбора за каждый объект водных биологических ресурсов, за исключением морских 
млекопитающих, устанавливаются в следующих размерах, если иное не установлено пунктом 6 настоящей 
статьи: 
 
Наименование объекта водных биологических ресурсов 
Ставка сбора 
в рублях 
(за одну тонну)",Налоговый кодекс Российской Федерации.pdf,1236
Какие задачи входит в область обеспечения проектно-сметной документацией согласно СНиП?,"В области обеспечения проектно-сметной документацией: выдает исходные
данные для разработки проектно-сметной документации;
обеспечивает полноту и качество выдаваемых проектной организации исходных данных
для проектирования;
подготавливает совместно с проектно-изыскательскими организациями задания на
разработку проектно-сметной документации, проводит ее согласование в установленном
порядке;
заключает с соответствующими организациями договоры на выполнение проектно-
изыскательских, конструкторских и при необходимости научно-исследовательских работ;
согласовывает с проектной организацией календарный график разработки и выдачи
проектно-сметной документации, осуществляет контроль за его выполнением;
организует в установленном порядке согласование, утверждение и переутверждение
проектно-сметной документации (с определением договорной цены), а также внесение в
соответствующую документацию исправлений по замечаниям и заключениям подрядных
организаций и органов экспертизы.",Data1_1_1804_index.pdf,3
С какого момента считается исполненным договор розничной купли-продажи товара по образцам?,"Если иное не предусмотрено законом, иными правовыми актами или договором, договор розничной 
купли-продажи товара по образцам или договор розничной купли-продажи, заключенный дистанционным 
способом продажи товара, считается исполненным с момента доставки товара в место, указанное в таком 
договоре, а если место передачи товара таким договором не определено, с момента доставки товара по 
месту жительства покупателя-гражданина или месту нахождения покупателя - юридического лица.",Гражданский кодекс Российской Федерации.pdf,252
Какие нормативы затрат установлены для создания произведений скульптуры и монументально-декоративной живописи?,"Если эти расходы не могут быть подтверждены документально, они принимаются к вычету в следующих 
размерах: 
 
 
Нормативы затрат (в 
процентах к сумме 
начисленного дохода) 
Создание литературных произведений, в том числе для театра, 
кино, эстрады и цирка 
20 
Создание 
художественно-графических 
произведений, 
фоторабот для печати, произведений архитектуры и дизайна 
30 
Создание 
произведений 
скульптуры, 
монументально-
декоративной 
живописи, 
декоративно-прикладного 
и 
40",Налоговый кодекс Российской Федерации.pdf,860
Какие телефоны можно использовать для бесплатной юридической консультации в Санкт-Петербурге и Ленинградской области?,"Бесплатная юридическая консультация по телефонам: 
• 8 (499) 938-53-71 (Москва и МО); 
 
• 8 (812) 467-95-28 (Санкт-Петербург и ЛО); 
• 8 (800) 301-92-12 (Регионы РФ).",Градостроительный кодекс Российской Федерации.pdf,291
Какие элементы входят в стоимостной блок РТМ согласно СНиП?,"В блоке стоимостной оценки РТМ должны содержаться показатели стоимости
ресурсов за период, принимаемый в качестве базового.",Data1_2_2080_index.pdf,5
"Что происходит, если участники не явились в заседание после перерыва?","Судебное заседание 
Разбирательство гражданского дела происходит в судебном заседании с обязательным извещением лиц, 
участвующих в деле, о времени и месте заседания, если иное не установлено настоящим Кодексом.",Гражданский процессуальный кодекс Российской Федерации.pdf,68
Какие элементы включаются в комплексы упражнений подготовительных занятий для инвалидов по ГОСТ МДС 35-7.2000?,"В комплексы упражнений подготовительных
занятий включаются специальные элементы для развития определенных групп мышц
как с использованием различных тренажеров и снарядов, так и без них.",Data1_10_10847_index.pdf,3
Какие данные из технического журнала используются для составления дефектных ведомостей по МДС 14-13.2000?,"Кроме того, часть этих
сведений служит исходными данными при составлении дефектных ведомостей на ремонтные
работы.",Data1_1_1879_index.pdf,6
Какой телефон указан для бесплатной юридической консультации в регионах РФ?,"Бесплатная юридическая консультация по телефонам: 
• 8 (499) 938-53-71 (Москва и МО); 
 
• 8 (812) 467-95-28 (Санкт-Петербург и ЛО); 
• 8 (800) 301-92-12 (Регионы РФ).",Уголовно-процессуальный кодекс Российской Федерации.pdf,126
"Как учитываются доходы, связанные с операциями РЕПО по ценным бумагам, являющимся объектом операций займа?","При этом суммы превышения расходов, указанных в настоящем пункте, определенные с учетом положений 
абзаца второго настоящего пункта, над доходами, указанными в настоящем пункте, принимаются в 
уменьшение полученных налогоплательщиком в том же налоговом периоде доходов по операциям с 
ценными бумагами, обращающимися на организованном рынке ценных бумаг, а также доходов по 
операциям с ценными бумагами, не обращающимися на организованном рынке ценных бумаг, в 
пропорции, рассчитанной как соотношение стоимости ценных бумаг, являющихся объектом операций 
займа, обращающихся на организованном рынке ценных бумаг, и стоимости ценных бумаг, являющихся 
объектом операций займа, не обращающихся на организованном рынке ценных бумаг, в общей стоимости 
ценных бумаг, являющихся объектом операций займа.",Налоговый кодекс Российской Федерации.pdf,779
