question,answer,sources
В каких случаях осужденные могут содержаться в одиночных камерах?," Осужденные могут быть содержаны в одиночных камерах в следующих случаях:
1. Если они представляют угрозу для общественной безопасности или других заключенных.
2. В случае нарушения дисциплины в исправительном учреждении.
3. Запрещено содержать женщин, имеющих детей в возрасте до трех лет, осужденных по беременности и родам, а также инвалидов I группы в одиночных камерах.","Уголовно-исполнительный кодекс Российской Федерации.pdf:page_55, Уголовно-исполнительный кодекс Российской Федерации.pdf:page_66, Уголовно-исполнительный кодекс Российской Федерации.pdf:page_68, Уголовно-исполнительный кодекс Российской Федерации.pdf:page_76, Уголовно-исполнительный кодекс Российской Федерации.pdf:page_83"
Как проводятся повторные измерения времени падения уровня воды?," Для повторения измерений времени падения уровня воды не предоставлено соответствующее описание в тексте, который касается терминологии связанной с балансом теплоносителей системы теплоснабжения и процедур их эксплуатации. Повторение измерений времени падения уровня воды в контексте данного текста неприменима.","Data1_10_10852_index.pdf:page_20, Data1_10_10862_index.pdf:page_5, Data1_10_10870_index.pdf:page_3, Data1_10_10871_index.pdf:page_11, Data1_11_11295_index.pdf:page_32"
"Какое название имеет документ, регламентирующий использование текущих и прогнозных индексов стоимости при составлении сметной документации? (ГОСТ МДС 81-9.2000)"," ""Методические рекомендации по использованию текущих и прогнозных индексов стоимости при составлении сметной документации"" (ГОСТ МДС 81-9.2000)","Data1_10_10864_index.pdf:page_1, Data1_2_2075_index.pdf:page_1, Data1_2_2079_index.pdf:page_1, Data1_2_2082_index.pdf:page_12, Data1_2_2117_index.pdf:page_1"
"Какие основные разделы содержит документ, регламентированный ГОСТом МДС 81-21.2000?"," Документ регламентированный ГОСТом МДС 81-21.2000 ""Порядок определения расчетной стоимости строительства и расчетных затрат в составе технико-экономических обоснований и технико-экономических предложений по строительству объектов за границей при участии организаций Российской Федерации"" содержит следующие основные разделы:

1. Введение
2. Определение основных понятий и терминов
3. Общие положения
4. Порядок определения расчетной стоимости строительства
5. Порядок выполнения технико-экономических обоснований (ТЭО) и технико-экономических предложений (ТЭП) по строительству объектов за границей при участии организаций Российской Федерации
6. Управление проектами в области определения расчетной стоимости строительства и ТЭО/ТЭП на строительство объектов за границей
7. Порядок подготовки документации по строительству объектов за границей при участии организаций Российской Федерации
8. Обоснование размера платежей в сметной документации на строительство объектов за границей
9. Заключение и приложения.","Data1_10_10062_index.pdf:page_1, Data1_10_10862_index.pdf:page_1, Data1_1_1904_index.pdf:page_1, Data1_2_2069_index.pdf:page_1, Data1_2_2070_index.pdf:page_1"
Какие специальные знания могут потребоваться при составлении диспаши?," При составлении диспаши может потребоваться специальное знание в области юриспруденции и практике правоприменения, а также в области техники, если дело касается авиационной или морской аварии.","Data1_10_10851_index.pdf:page_3, Гражданский процессуальный кодекс Российской Федерации.pdf:page_32, Кодекс внутреннего водного транспорта Российской Федерации.pdf:page_80, Кодекс торгового мореплавания Российской Федерации.pdf:page_139, Кодекс торгового мореплавания Российской Федерации.pdf:page_97"
Как должны быть закрыты проемы и отверстия при работе геодезиста на монтажном горизонте в СНиП 3.01.03-84?," Проемы и отверстия должны быть закрыты таким образом, чтобы гарантировалась технология выноса и закрепления в натуре контура котлована здания (сооружения), трасс инженерных сетей; геодезического контроля при производстве земляных и строительно-монтажных работ; производства исполнительских съемок и составления исполнительской документации.","Data1_10_10861_index.pdf:page_18, Data1_10_10861_index.pdf:page_24, Data1_11_11285_index.pdf:page_35, Data1_11_11285_index.pdf:page_4, Data1_11_11285_index.pdf:page_77"
Как переносятся затраты труда рабочих-монтажников в таблицу ресурсных сметных норм согласно ГОСТ МДС 81-13.2000?, Затраты труда рабочих-монтажников переносятся в граф 4 таблицы ресурсных сметных норм.,"Data1_10_10754_index.pdf:page_3, Data1_10_10754_index.pdf:page_5, Data1_10_10848_index.pdf:page_7, Data1_2_2073_index.pdf:page_1, Data1_2_2073_index.pdf:page_4"
"Кто может рассматривать дела об административных правонарушениях от имени органов, осуществляющих контроль в сфере естественных монополий?"," Для рассмотрения дел об административных правонарушениях от имени органов, осуществляющих контроль в сфере естественных монополий, могут быть:
1) руководитель федерального органа исполнительной власти, осуществляющий контроль над естественными монополиями;
2) руководители территориальных органов федерального органа исполнительной власти, осуществляющего контроль над естественными монополиями;
3) руководители органов исполнительной власти субъектов Российской Федерации, осуществляющие контроль над естественными монополиями.

Бесплатная юридическая консультация по телефонам: 8 (499) 938-53-71 (Москва и МО), 8 (812) 467-95-28 (Санкт-Петербург и ЛО), 8 (800) 301-92-12 (Регионы РФ).

Комментарии к статьям на сайте https://koapkodeksrf.ru/","Административный кодекс Российской Федерации.pdf:page_468, Административный кодекс Российской Федерации.pdf:page_487, Административный кодекс Российской Федерации.pdf:page_490, Административный кодекс Российской Федерации.pdf:page_493, Административный кодекс Российской Федерации.pdf:page_505"
Какие виды технического обслуживания и ремонта предусмотрены для кранов башенных с грузовым моментом до 25 тм согласно ТИПОВЫМ НОРМАМ?," Для кранов башенных с грузовым моментом до 25 тм предусмотрены следующие виды технического обслуживания и ремонта:

1. Ежесменное техническое обслуживание (ЕО) - выполняемое перед началом или после использования крана в течение смены;
2. Техническое обслуживание (ТО)- выполняемое через плановые периоды наработки;
3. Сезонное обслуживание (СО) - выполняемое два раза в год при подготовке крана к использованию в летний или зимний периоды;
4. Текущий ремонт (Т);
5. Капитальный ремонт (К).","Data1_10_10855_index.pdf:page_1, Data1_10_10855_index.pdf:page_2, Data1_10_10855_index.pdf:page_4, Data1_10_10855_index.pdf:page_5, Data1_10_10855_index.pdf:page_6"
"Какие работы необходимо выполнить для подготовки систем горячего водоснабжения, согласно ГОСТ МДС 13-18.2000?"," Необходимо выполнить наладочные работы на системе горячего водоснабжения, учитывая результаты предыдущей эксплуатации в случае несоответствия требованиям поставок 6-8 при пробном пуске. Кроме того, требуется уведомление эксплуатирующей организации о необходимости разработки специализированной организацией технических мероприятий для поглощения шума до нормируемых пределов в случае его превышения.","Data1_10_10852_index.pdf:page_1, Data1_10_10852_index.pdf:page_23, Data1_10_10861_index.pdf:page_13, Data1_10_10861_index.pdf:page_31, Data1_10_10862_index.pdf:page_1"
"Что происходит, если обеспеченное обязательство было изменено без согласия поручителя?"," В случае изменения обеспеченного обязательства без согласия поручителя, по контексту предоставленному, возникает риск неисполнения поручителем своих обязанностей. Это может вызвать применение мер по взысканию с поручителя сумм, обязанность по уплате которых обеспечена поручительством, в соответствии с договором и законом.","Бюджетный кодекс Российской Федерации.pdf:page_164, Гражданский кодекс Российской Федерации.pdf:page_183, Гражданский кодекс Российской Федерации.pdf:page_202, Кодекс торгового мореплавания Российской Федерации.pdf:page_129, Налоговый кодекс Российской Федерации.pdf:page_170"
Какие методы могут использоваться для построения геодезических сетей сгущения согласно СНиП 3.01.03-84?," Методы триангуляции, полигонометрии или микротрилатерации могут использоваться для построения геодезических сетей сгущения согласно СНиП 3.01.03-84.","Data1_11_11285_index.pdf:page_17, Data1_11_11285_index.pdf:page_4, Data1_11_11285_index.pdf:page_5, Data1_11_11285_index.pdf:page_7, Data1_11_11285_index.pdf:page_9"
"При каких обстоятельствах прекращается обязанность по уплате ввозных таможенных пошлин, налогов, специальных, антидемпинговых, компенсационных пошлин в отношении иностранных товаров, перемещаемых трубопроводным транспортом, согласно статье 295?"," Прекращение обязанности по уплате ввозных таможенных пошлин, налогов, специальных, антидемпинговых, компенсационных пошлин в отношении иностранных товаров, перемещаемых трубопроводным транспортом, может произойти при отсутствии указанных товаров на таможенной территории Союза более 1 года после начала таможенной процедуры. (Статья 295 настоящего Кодекса передачи прав).","Таможенный кодекс Евразийского экономического союза.pdf:page_109, Таможенный кодекс Евразийского экономического союза.pdf:page_185, Таможенный кодекс Евразийского экономического союза.pdf:page_233, Таможенный кодекс Евразийского экономического союза.pdf:page_73, Таможенный кодекс Евразийского экономического союза.pdf:page_97"
Какие методы используются для проверки прямолинейности оси труб в горизонтальной плоскости согласно СНиП 3.01.03-84?," Методы геодезического контроля, такие как шнур, теодолит и полигонометрия используются для проверки прямолинейности оси труб в горизонтальной плоскости согласно СНиП 3.01.03-84.","Data1_11_11285_index.pdf:page_17, Data1_11_11285_index.pdf:page_24, Data1_11_11285_index.pdf:page_4, Data1_11_11285_index.pdf:page_63, Data1_11_11285_index.pdf:page_73"
Как и когда уплачиваются авансовые платежи и налог?," Авансовые платежи по налогу - до 25 числа первого месяца, следующего за истекшим отчетным периодом. Налог уплачивается не позднее сроков, установленных для подачи налоговой декларации статьей 346.23 настоящего Кодекса.","Налоговый кодекс Российской Федерации.pdf:page_1493, Налоговый кодекс Российской Федерации.pdf:page_1515, Налоговый кодекс Российской Федерации.pdf:page_1577, Налоговый кодекс Российской Федерации.pdf:page_1602, Налоговый кодекс Российской Федерации.pdf:page_885"
Какие данные должны быть указаны в определении судебной коллегии Верховного Суда Российской Федерации?," В определении судебной коллегии Верховного Суда Российской Федерации должны быть указаны:
1. Обстоятельства дела;
2. Содержание судебных постановлений, принятых по делу;
3. Доводы кассационной жалобы или представления;
4. Послужившие основаниями для подачи кассационной жалобы или представления;
5. Решение (отменять, оставить в силе, изменить либо отменить судебные постановления);
6. Сроки исполнения решения.","Арбитражный процессуальный кодекс Российской Федерации.pdf:page_196, Арбитражный процессуальный кодекс Российской Федерации.pdf:page_199, Гражданский процессуальный кодекс Российской Федерации.pdf:page_149, Гражданский процессуальный кодекс Российской Федерации.pdf:page_150, Уголовно-процессуальный кодекс Российской Федерации.pdf:page_257"
Какие действия предпринимаются при выявлении дефектов в ходе технического осмотра согласно ГОСТ МДС 14-13.2000?," При выявлении дефектов в ходе технического осмотра, согласно ГОСТ МДС 14-13.2000, следует принять необходимые меры по исправлению некачественно обработанных участков (по примере - в закрепленном грунтовом массиве). Это могут быть различные технические действия, например, повторное производство работы, устранение дефекта и т.д., с целью соответствия реализованного результата зафиксированным в исполнительной документации технологическим данным и проектным данным.","Data1_10_10846_index.pdf:page_19, Data1_10_10862_index.pdf:page_1, Data1_10_10863_index.pdf:page_1, Data1_10_10866_index.pdf:page_1, Data1_11_11295_index.pdf:page_26"
Какие расходы по уплате налога на содержание жилищного фонда и объектов социально-культурной сферы относятся на финансовые результаты деятельности предприятий согласно ГОСТ МДС 81-23.2000?," По данным предоставленным, расходы на содержание объектов жилищно-коммунального хозяйства, социально-культурной сферы включаются в сметы расходов на обслуживание и должны относиться к финансовым результатам деятельности предприятий.","Data1_10_10861_index.pdf:page_37, Data1_2_2070_index.pdf:page_1, Data1_2_2070_index.pdf:page_30, Data1_2_2070_index.pdf:page_31, Налоговый кодекс Российской Федерации.pdf:page_1034"
Что предусмотрено частью 2 статьи 20.2 КоАП РФ?," Частья 2 статьи 20.2 КоАП РФ регламентирует административные правонарушения, совершенные с использованием средств информационных технологий (IT) или связи, в том числе об ограничении доступа к сетям общего пользования (Internet), превышении размера отправленной по электронной почте информации, неисполнении требований о защите конфиденциальности данных и т. д.","Административный кодекс Российской Федерации.pdf:page_444, Административный кодекс Российской Федерации.pdf:page_461, Административный кодекс Российской Федерации.pdf:page_462, Административный кодекс Российской Федерации.pdf:page_556, Административный кодекс Российской Федерации.pdf:page_558"
Как можно обжаловать решение арбитражного суда первой инстанции в апелляционную инстанцию?," Чтобы обжаловать решение арбитражного суда первой инстанции в апелляционную инстанцию, необходимо подавать апелляционную жалобу через принятый срок. Эта процедура может быть проведена лицами, участвующими в деле, или иными лицами в случаях, предусмотренных Кодексом.","Арбитражный процессуальный кодекс Российской Федерации.pdf:page_172, Арбитражный процессуальный кодекс Российской Федерации.pdf:page_178, Арбитражный процессуальный кодекс Российской Федерации.pdf:page_180, Арбитражный процессуальный кодекс Российской Федерации.pdf:page_181, Арбитражный процессуальный кодекс Российской Федерации.pdf:page_187"
Кто уполномочен проводить расследование аварий и инцидентов на море?," Федеральные органы исполнительной власти, уполномоченный орган в области гражданской авиации или уполномоченный орган в области использования воздушного пространства, являются уполномоченными для проведения расследования инцидентов на море.","Воздушный кодекс Российской Федерации.pdf:page_52, Воздушный кодекс Российской Федерации.pdf:page_53, Воздушный кодекс Российской Федерации.pdf:page_54, Кодекс торгового мореплавания Российской Федерации.pdf:page_8, Трудовой кодекс Российской Федерации.pdf:page_144"
Какие требования предъявляются к допросу обвиняемого?," Допрос обвиняемого проводится с наблюдением за требованиями статей 275, 173, 174, 187 - 190 и 276 настоящего Кодекса. Он включает выяснение признания вины обвиняемого, желания дать показания по существу предъявленного обвинения и определения языка допроса. Обвиняемый имеет право давать показания в любой момент судебного следствия.","Уголовно-процессуальный кодекс Российской Федерации.pdf:page_124, Уголовно-процессуальный кодекс Российской Федерации.pdf:page_184, Уголовно-процессуальный кодекс Российской Федерации.pdf:page_186, Уголовно-процессуальный кодекс Российской Федерации.pdf:page_268, Уголовно-процессуальный кодекс Российской Федерации.pdf:page_57"
"Что такое ""лабиринт"" в контексте ГОСТ МДС 35-7.2000?"," В контексте ГОСТ МДС 35-7.2000, ""лабиринт"" не упоминается явно. Он может быть связан с площадками для спортивных игр или детских игровых сооружениях (как, например, лабиринт из аттракционов), но такого определения в документе нет. Необходимо учитывать, что документ касается физкультурно-оздоровительных сооружений и зданий, помещений для активного отдыха, медико-восстановительных помещений, раздевален и других объектов.","Data1_10_10847_index.pdf:page_1, Data1_10_10852_index.pdf:page_1, Data1_10_10862_index.pdf:page_1, Data1_10_10871_index.pdf:page_1, Data1_2_2070_index.pdf:page_1"
Что такое оборудование негабаритное (крупногабаритное) согласно Указаниям по применению федеральных единичных расценок на монтаж оборудования (ФЕРм-2001)?," В указанных Указаниях не приведено определение термина ""оборудование негабаритное (крупногабаритное)"". Тем не менее, такой термин можно предположить относительно транспортных габаритов секции трубопровода или блока трубного, которые могут быть слишком большими для установки в проектное положение в обычных производственных условиях. В других случаях следует обращаться к специалистам или соответствующим нормативным документам.","Data1_10_10754_index.pdf:page_1, Data1_10_10754_index.pdf:page_13, Data1_10_10754_index.pdf:page_2, Data1_10_10754_index.pdf:page_31, Data1_10_10754_index.pdf:page_4"
Какая схема нормативно-правового регулирования строительства (услуг) приведена в Приложении 3 согласно ГОСТ МДС-80-8.2000?," Приложение 3 согласно ГОСТ МДС-80-8.2000 определяет ""Методические рекомендации по процедуре подрядных торгов"", которые являются одним из элементов нормативно-правового регулирования услуг в сфере строительства в Российской Федерации.","Data1_10_10866_index.pdf:page_1, Data1_10_10867_index.pdf:page_1, Data1_10_10869_index.pdf:page_1, Data1_1_1904_index.pdf:page_1, Data1_2_2079_index.pdf:page_1"
Что считается контрафактными товарами?," Контрафактные товары - это товары, производство, обработка или продажа которых нарушает права других лиц (например, авторские права, товарные знаки) или законы и нормативные акты.","Гражданский кодекс Российской Федерации.pdf:page_239, Гражданский кодекс Российской Федерации.pdf:page_645, Гражданский кодекс Российской Федерации.pdf:page_660, Таможенный кодекс Евразийского экономического союза.pdf:page_306, Таможенный кодекс Евразийского экономического союза.pdf:page_389"
Что включает в себя общий технический осмотр согласно ГОСТ МДС 14-13.2000?," Общий технический осмотр включает в себя проверку состояния зданий и сооружений в период эксплуатации, наблюдение за их сохранностью и выполнение ремонтных работ. Это также определено в Положении об Плановый-Предпредительном Ремонте Производственных Зданий и Сооружений МДС 13-14.2000.","Data1_10_10861_index.pdf:page_1, Data1_10_10863_index.pdf:page_1, Data1_1_1879_index.pdf:page_1, Data1_2_2073_index.pdf:page_1, Data1_2_2117_index.pdf:page_1"
Какой документ регулирует порядок определения плательщиков специального налога?," Порядок определения плательщиков специального налога регулируется законом ""Государственная пошлина"" и Инструкцией Госналогслужбы РФ от 13.03.92 № 5 ""О государственной пошлине"".","Data1_2_2070_index.pdf:page_18, Налоговый кодекс Российской Федерации.pdf:page_1520, Налоговый кодекс Российской Федерации.pdf:page_24, Налоговый кодекс Российской Федерации.pdf:page_92, Таможенный кодекс Евразийского экономического союза.pdf:page_76"
Какие требования к размерам самонесущих элементов зенитных фонарей согласно ГОСТ МДС 31-8.2002?," Согласно ГОСТ МДС 31-8.2002, требования к размерам самонесущих элементов зенитных фонарей не определены явно. Однако применение высокой технологии позволяет получить самонесущие элементы диаметром до 8 м.","Data1_10_10846_index.pdf:page_1, Data1_10_10846_index.pdf:page_17, Data1_10_10846_index.pdf:page_19, Data1_10_10846_index.pdf:page_50, Data1_10_10846_index.pdf:page_8"
Какие проценты предусмотрены для разработки вариантов проектных решений отдельных элементов зданий? (СНиП)," 15% на стадии ""проект"", 10-15% на стадиях ""рабочий проект"" и ""рабочая документация"". Это касается фасадов без переработки проекта отопления (по строке 1 из Таблицы 44). Другие элементы могут иметь разные проценты в зависимости от типа работ.","Data1_10_10865_index.pdf:page_37, Data1_11_11835_index.pdf:page_19, Data1_2_2069_index.pdf:page_4, Data1_2_2081_index.pdf:page_4, Data1_2_2081_index.pdf:page_6"
Какие данные должны быть занесены в удостоверение о проверке знаний на первой странице согласно ГОСТ МДС 15-13.2000?," Фамилия, имя, отчество работника энергетической организации системы ЖКХ, организация, служба, район, участок, фотография (с фотографией удостоверение действительно).","Data1_10_10862_index.pdf:page_1, Data1_10_10862_index.pdf:page_10, Data1_10_10862_index.pdf:page_2, Data1_10_10863_index.pdf:page_1, Data1_11_11295_index.pdf:page_26"
Как определяется стоимость оборудования при отсутствии укрупненных нормативов или объектов-аналогов?," При отсутствии укрупненных нормативов или объектов-аналогов для оборудования, стоимость определяется на основе индивидуальных калькуляций, утверждаемых заказчиком.","Data1_10_10864_index.pdf:page_16, Data1_2_2069_index.pdf:page_10, Data1_2_2069_index.pdf:page_4, Data1_2_2069_index.pdf:page_7, Data1_2_2082_index.pdf:page_4"
Какой СНиП устанавливает требования для строительной теплотехники?, СНиП «Строительная теплотехника» (СНиП 2.08.01-89) устанавливает требования для строительной теплотехники.,"Data1_10_10846_index.pdf:page_3, Data1_10_10861_index.pdf:page_17, Data1_10_10865_index.pdf:page_30, Data1_10_10865_index.pdf:page_38, Data1_2_2096_index.pdf:page_2"
Какие объекты включены в Главу 4 Справочника? (Объекты образования и дошкольных учреждений)," Глава 4 в Справочнике включает следующие объекты образования и дошкольных учреждений:
1. Детские дошкольные учреждения (всего/1000 чел.).
2. Общеобразовательные школы (всего/1000 чел.).
3. Учреждения культуры (клубы, кинотеатры).","Data1_11_11835_index.pdf:page_1, Data1_11_11835_index.pdf:page_8, Data1_1_1904_index.pdf:page_37, Data1_1_1904_index.pdf:page_40, Земельный кодекс Российской Федерации.pdf:page_26"
"Какие требования предъявляются к пределу огнестойкости ограждающих стен и конструкций пристройки, согласно ГОСТ или СНиП?"," Предел огнестойкости ограждающих стенам и конструкциям пристройки должен быть не менее 0,75 часа, а предел распространения огня по конструкции равен нулю.","Data1_10_10865_index.pdf:page_15, Data1_10_10865_index.pdf:page_16, Data1_10_10865_index.pdf:page_17, Data1_10_10865_index.pdf:page_18, Data1_2_2096_index.pdf:page_4"
Какое состояние должна иметь водопроводно-канализационная система согласно ГОСТ МДС 13-18.2000?," Водопроводно-канализационной системе должна быть осуществлена проверка тепловой изоляции вытяжных систем канализационных стояков, а при отсутствии — выполнена работа по утеплению соответствующих участков. Если есть тепловая изоляция вытяжных систем канализационных стояков, но в предыдущие годы были нарекания жильцов на срывы гидравлических затворов санитарных приборов в зимние месяцы, следует объединить канализационные стояки горизонтальными перемычками с устройством одной вытяжной части. При этом число объединяемых канализационных стояков с одной вытяжной частью не должно превышать 4, а диаметр трубопровода вытяжной части следует принимать по канализационному стояку с наибольшим диаметром.","Data1_10_10852_index.pdf:page_1, Data1_10_10852_index.pdf:page_24, Data1_10_10862_index.pdf:page_1, Data1_10_10871_index.pdf:page_1, Data1_1_1879_index.pdf:page_1"
"Как определяется стоимость блок-секций, разрабатываемых на основе базовой блок-секции? (с коэффициентом до 0,7)"," Стоимость блок-секций определяется путем применения к стоимости работ по повторяющимся секциям (корпусам) указанных поправочных коэффициентов, в соответствии с п. 2 контекста. Коэффициент может составлять до 0,7.","Data1_10_10754_index.pdf:page_10, Data1_11_11835_index.pdf:page_3, Data1_11_11835_index.pdf:page_4, Data1_11_11835_index.pdf:page_7, Data1_2_2080_index.pdf:page_5"
Какие требования к определению модуля силиката натрия указаны в СНиП 3.02.01-83?," В СНиП 3.02.01-83 не указано какие то конкретные требования к определению модуля силиката натрия, однако в этом документе приводится формула для расчета коэффициента модуля силиката натрия:

(1)
Коэффициент 0.5 выводится из отношения
15/31×1,032 = 0.4992 » 0.5,
где 15 - эквивалент SiO2; 31 - эквивалент Na2O; 1,032 - коэффициент выражает отношение молекулярной массы Na2O к молекулярной массе SiO2.

Однако для приготовления цементных растворов из силиката натрия требуется использование портландцемента марки не ниже 300 и проведение лабораторных испытаний с определением физико-механических свойств каждой партии цемента независимо от паспортных.","Data1_10_10861_index.pdf:page_15, Data1_10_10861_index.pdf:page_25, Data1_10_10865_index.pdf:page_33, Data1_11_11295_index.pdf:page_30, Data1_11_11295_index.pdf:page_6"
При каких условиях может быть назначено принудительное лечение в стационарных условиях общего типа?," Принудительное лечение в медицинской организации, оказывающей психиатрическую помощь в стационарных условиях, общего типа может быть назначено судом в следующих случаях:
1. Принудительное наблюдение и лечение у врача-психиатра в амбулаторных условиях не дает результата;
2. Лицо совершило преступление, требующее применения принудительных мер медицинского характера;
3. Исключительные обстоятельства потребуют применения положений статьи 99 Уголовного кодекса Российской Федерации к лицам, совершившим преступления в возрасте от восемнадцати до двадцати лет (кроме помещения их в специальное учебно-воспитательное учреждение закрытого типа или воспитательную колонию).","Уголовно-процессуальный кодекс Российской Федерации.pdf:page_273, Уголовно-процессуальный кодекс Российской Федерации.pdf:page_275, Уголовный кодекс Российской Федерации.pdf:page_42, Уголовный кодекс Российской Федерации.pdf:page_43, Уголовный кодекс Российской Федерации.pdf:page_45"
Какие документы должны быть приложены к административному исковому заявлению?," К административному исковому заявлению должны быть прилаганы:
1. документы, предусмотренные пунктами 1 - 3, 5 и 9 части 2 статьи 125 Кодекса;
2. доводы, обосновывающие необходимость дальнейшего пребывания несовершеннолетнего в учебном учреждении закрытого типа или отсутствие такой необходимости;
3. документы, подтверждающие направление другим лицам, участвующим в деле, копий административного искового заявления и приложенных к нему документов;
4. документы, указанные в пункте 5 части 1 статьи 126 Кодекса;
5) доверенность или иные документы, удостоверяющие полномочия представителя административного истца;
6) документ, подтверждающий наличие у представителя высшего юридического образования или ученой степени по юридической специальности, если административное исковое заявление подано представителем;
7) документы, подтверждающие соблюдение административным истцом досудебного порядка урегулирования административных споров, если да;
8) документы, имеющие значение для правильного рассмотрения и разрешения административного дела (10 пункт);
9) в административном исковом заявлении о медицинском освидетельствовании несовершеннолетнего должны быть указаны причины, исключающие возможность предъявления административного искового заявления самим гражданином (8 пункт).
10) Административный истец может направить другим лицам, участвующим в деле, копии административного искового заявления и приложенных к нему документов, которые у них отсутствуют (7 пункт).","Кодекс административного судопроизводства Российской Федерации.pdf:page_180, Кодекс административного судопроизводства Российской Федерации.pdf:page_181, Кодекс административного судопроизводства Российской Федерации.pdf:page_182, Кодекс административного судопроизводства Российской Федерации.pdf:page_69, Кодекс административного судопроизводства Российской Федерации.pdf:page_70"
