question,answer,source,page
Какие требования должны быть отражены в инструкциях по охране труда согласно ГОСТ?,"В инструкциях по эксплуатации оборудования, зданий, сооружений должны быть указаны:
- краткая характеристика оборудования данной установки, зданий, сооружений;
- порядок подготовки к пуску, порядок пуска, останова и обслуживания оборудования, обслуживания зданий и
сооружений во время нормальной эксплуатации и в аварийных режимах;
- порядок допуска к осмотру, ремонту и испытаниям оборудования, зданий и сооружений;
- требования пожарной безопасности, специфические для данного оборудования, установок, сооружений.",Data1_10_10862_index.pdf,6
Какие права имеет осужденный к смертной казни?,"После вступления приговора суда в законную силу осужденный к смертной казни имеет 
право в установленном законом порядке обратиться с ходатайством о помиловании.",Уголовно-исполнительный кодекс Российской Федерации.pdf,101
Какие меры предупреждают отклонения инъекторов и скважин от проектного направления согласно ГОСТ (к СНиП 3.02.01-83)?,"При погружении инъекторов в грунты и бурении скважин следует принимать меры, предупреждающие отклонения
инъекторов и скважин от проектного направления путем установки кондукторов.",Data1_11_11295_index.pdf,20
Какие примеры заполнения ведомости объемов грунта приведены в СНиПе?,"Примеры заполнения ведомости расчета ресурсных сметных норм и таблицы
РСН приведены в приложениях 5, 6 и 6а.",Data1_2_2073_index.pdf,5
"Как исчисляется и уплачивается налог на доходы, полученные в виде дивидендов по акциям российских организаций?","Для целей настоящей главы к доходам в виде дивидендов приравнивается доход в виде превышения 
суммы денежных средств, стоимости иного имущества (имущественных прав), которые получены 
акционером (участником) российской организации при выходе (выбытии) из организации либо при 
распределении имущества ликвидируемой организации между ее акционерами (участниками), над 
расходами соответствующего акционера (участника) на приобретение акций (долей, паев) ликвидируемой 
организации; 
1.1) дивиденды, выплаченные иностранной организации по акциям (долям) российской организации, 
признанные отраженными налогоплательщиком в налоговой декларации в составе доходов в соответствии 
с пунктом 1.1 настоящей статьи; 
2) страховые выплаты при наступлении страхового случая, в том числе периодические страховые выплаты 
(ренты, аннуитеты) и (или) выплаты, связанные с участием страхователя в инвестиционном доходе 
страховщика, а также выкупные суммы полученные от российской организации и (или) от иностранной 
организации в связи с деятельностью ее обособленного подразделения в Российской Федерации; 
3) доходы, полученные от использования в Российской Федерации авторских или смежных прав; 
4) доходы, полученные от сдачи в аренду или иного использования имущества, находящегося в Российской 
Федерации; 
5) доходы от реализации: 
недвижимого имущества, находящегося в Российской Федерации; 
в Российской Федерации акций или иных ценных бумаг, а также долей участия в уставном капитале 
организаций; 
в Российской Федерации акций, иных ценных бумаг, долей участия в уставном капитале организаций, 
полученные от участия в инвестиционном товариществе; 
прав требования к российской организации или иностранной организации в связи с деятельностью ее 
обособленного подразделения на территории Российской Федерации;",Налоговый кодекс Российской Федерации.pdf,734
Какой стандарт (ГОСТ) регламентирует площадь мозаичных полов?,"№
п/п
Наименование площади
помещений
Всего
В том числе
одноэтажной части
многоэтажной части
1
Производственная площадь
в том числе:
на антресолях
в подвалах
 
 
 
2
Площадь складов
в том числе:
на антресолях
в подвалах
 
 
 
3
Площадь служебных помещений
в том числе:
на антресолях
в подвалах
 
 
 
4
Площадь столовых
 
 
 
5
Площадь медпунктов
 
 
 
6
Площадь гардеробных
 
 
 
7
Площадь душевых
 
 
 
8
Площадь умывальных
 
 
 
9
Площадь уборных
 
 
 
10
Площадь прочих помещений
 
 
 
Схематические планы и площади полов
А. Площади полов в м2
№
п/п
Наименование площади
помещений
В одноэтажной части
В многоэтажной части
Всего
1
Торцовая шашка
 
 
 
2
Бетонные
 
 
 
3
Гранитная брусчатка
 
 
 
4
Чугунные, стальные
 
 
 
5
Асфальтовые
 
 
 
6
Цементные
 
 
 
7
Мозаичные
 
 
 
8
Из метлахской плитки
 
 
 
9
Ксилолитовые
 
 
 
10
Паркетные
 
 
 
11
Дощатые
 
 
 
12
Линолеумные
 
 
 
13
Наливные безшовные
 
 
 
14
Из плитки ПХВ
 
 
 
15
Прочие
 
 
 
Размеры наружных поверхностей ограждающих конструкций
1.",Data1_1_1879_index.pdf,15
Какие телефоны доступны для бесплатной юридической консультации в Москве и Московской области?,"Предприятием выполнены работы на многочисленных объектах в Москве и Московской области, а также во
многих городах РФ и странах СНГ
Основные
характеристики
конструкций
Высоконадежная поликарбонатная система в полной комплектации.",Data1_10_10846_index.pdf,48
Как вручаются судебные извещения через дипломатические каналы?,"Указанные в частях 1 - 3 настоящей статьи судебные извещения могут быть вручены 
арбитражным судом непосредственно под расписку представителю иностранного государства, если 
он участвует в деле и в установленном порядке наделен соответствующими полномочиями.",Арбитражный процессуальный кодекс Российской Федерации.pdf,169
Что должно содержать решение о порядке следования осужденного к месту отбывания наказания в случае назначения ему отбывания лишения свободы в колонии-поселении в резолютивной части обвинительного приговора?,"Комментарии к статьям на сайте 
https://upkodeksrf.ru/ 
 
 
 
 
 
3) пункт, часть, статья Уголовного кодекса Российской Федерации, предусматривающие ответственность за 
преступление, в совершении которого подсудимый признан виновным; 
4) вид и размер наказания, назначенного подсудимому за каждое преступление, в совершении которого он 
признан виновным; 
5) окончательная мера наказания, подлежащая отбытию на основании статей 69 - 72 Уголовного кодекса 
Российской Федерации; 
6) вид исправительного учреждения, в котором должен отбывать наказание осужденный к лишению 
свободы, и режим данного исправительного учреждения; 
7) длительность испытательного срока при условном осуждении и обязанности, которые возлагаются при 
этом на осужденного; 
8) решение о дополнительных видах наказания в соответствии со статьей 45 Уголовного кодекса 
Российской Федерации; 
9) решение о зачете времени предварительного содержания под стражей, если подсудимый до 
постановления приговора был задержан, или к нему применялись меры пресечения в виде заключения 
под стражу, домашнего ареста, запрета определенных действий, предусмотренного пунктом 1 части 
шестой статьи 105.1 настоящего Кодекса, или он помещался в медицинскую организацию, оказывающую 
медицинскую помощь в стационарных условиях, или в медицинскую организацию, оказывающую 
психиатрическую помощь в стационарных условиях; 
10) решение о мере пресечения в отношении подсудимого до вступления приговора в законную силу; 
11) решение о порядке следования осужденного к месту отбывания наказания в случае назначения ему 
отбывания лишения свободы в колонии-поселении; 
12) ограничения, которые устанавливаются для осужденного к наказанию в виде ограничения свободы.",Уголовно-процессуальный кодекс Российской Федерации.pdf,197
"Кто определяет места отбывания исправительных работ для осужденных, не имеющих основного места работы?","Следственные изоляторы выполняют 
функции исправительных учреждений в отношении осужденных, оставленных для выполнения 
работ по хозяйственному обслуживанию, осужденных, в отношении которых приговор суда 
вступил в законную силу и которые подлежат направлению в исправительные учреждения для 
отбывания наказания, осужденных, перемещаемых из одного места отбывания наказания в другое, 
осужденных, оставленных в следственном изоляторе или переведенных в следственный изолятор в 
порядке, установленном статьей 77.1 настоящего Кодекса, а также в отношении осужденных на 
срок не свыше шести месяцев, оставленных в следственных изоляторах с их согласия.",Уголовно-исполнительный кодекс Российской Федерации.pdf,39
Как регулируется оборот земельных участков?,"Органы, осуществляющие государственный экологический надзор, рассматривают дела об 
административных правонарушениях, предусмотренных частью 2 статьи 7.2 (об уничтожении и о 
повреждении знаков особо охраняемых природных территорий, а также знаков, устанавливаемых 
пользователями животным миром или органами, осуществляющими федеральный государственный 
надзор в области охраны, воспроизводства и использования объектов животного мира и среды их 
обитания, зданий и других сооружений, принадлежащих указанным пользователям и органам), статьей 7.6, 
частью 1 статьи 7.11, статьями 8.1, 8.2, 8.2.1, 8.2.2, 8.2.3, 8.4, 8.5, 8.5.1, статьями 8.6 и 8.7 (за исключением 
административных правонарушений, совершенных на землях сельскохозяйственного назначения, оборот 
которых регулируется Федеральным законом от 24 июля 2002 года N 101-ФЗ ""Об обороте земель 
сельскохозяйственного назначения""), статьей 8.12 (в части нарушения порядка отвода земельных участков 
в водоохранных зонах и прибрежных полосах водных объектов), частями 1, 2, 4 статьи 8.13, частью 1 статьи 
8.14, статьей 8.15, частями 1 и 3 статьи 8.17, статьями 8.18, 8.19, 8.21 - 8.23, частями 2 и 3 статьи 8.31, 
статьями 8.33 - 8.36, частью 3 статьи 8.37, статьями 8.39, 8.41, 8.41.1, 8.46, 8.47, 8.50, 8.51, частями 1 и 2 
статьи 14.43, частями 38 и 39 статьи 19.5 настоящего Кодекса.",Административный кодекс Российской Федерации.pdf,477
"Как можно предотвратить самовольное использование товарного знака, фирменного наименования или марки проектной продукции конкурента согласно ГОСТ МДС 80-2.2000?","Недобросовестная конкуренция чаще всего проявляется в следующем:
распространение ложных, неточных или искаженных сведений, способных
причинить убытки конкуренту (подразделению, специалисту) либо нанести ущерб его
деловой репутации;
введение потребителей (заказчиков проектной продукции (услуг)) в заблуждение
относительно характера, способа и места изготовления, потребительских свойств,
качества проектной продукции (услуг), разрабатываемых конкурентом;
некорректное сравнение собственных работ (услуг) с работами (услугами)
конкурентов;
самовольное использование товарного знака, фирменного наименования или марки
проектной продукции, а также копирование внешнего оформления продукции
конкурента;",Data1_10_10872_index.pdf,4
Какая ставка сбора установлена за прочие объекты водных биологических ресурсов?,"Ставки сбора за каждый объект водных биологических ресурсов - морское млекопитающее 
устанавливаются в следующих размерах, если иное не установлено пунктом 6 настоящей статьи: 
 
Наименование объекта водных биологических ресурсов - 
морского млекопитающего 
Ставка сбора в 
рублях 
(за одну тонну)",Налоговый кодекс Российской Федерации.pdf,1240
Какие задачи входит в область обеспечения проектно-сметной документацией согласно СНиП?,"Конструктивные схемы инъекционного химзакрепления грунтов
а - сплошное закрепление; б - армированное закрепление; в - комбинированное закрепление
на соответствующих планах и разрезах, согласно вычисленным параметрам инъекции, производят пространственное
размещение инъекторов или инъекционных скважин в закрепляемых массивах, после чего уточняют объем закрепления и
потребность в материалах;
в зависимости от водопроницаемости грунтов, инженерно-геологических условий участка и характера решаемой задачи
назначают режим нагнетания закрепляющих реагентов (удельные расходы, давления, последовательный порядок в плане и по
глубине);
в соответствии с условиями работ, характером решаемой задачи и с объемами работ выбирают необходимое оборудование;
согласно заданным срокам с учетом установленного режима инъекции производят расчет необходимого количества
оборудования, количества одновременно работающих инъекторов (или скважин), сменности работ и потребностей в рабочей
силе, электроэнергии и других ресурсах;
составляют основные документы проекта, относящиеся к проектированию организации строительства и проектированию
производства работ (генплан, технологические карты и схемы) и содержащие разнообразные позиции по обеспечению работ и
выполнению основных работ по закреплению грунтов в соответствии с подпунктами «з» и «и» в",Data1_11_11295_index.pdf,11
С какого момента считается исполненным договор розничной купли-продажи товара по образцам?,"Если иное не предусмотрено законом, иными правовыми актами или договором, договор розничной 
купли-продажи товара по образцам или договор розничной купли-продажи, заключенный дистанционным 
способом продажи товара, считается исполненным с момента доставки товара в место, указанное в таком 
договоре, а если место передачи товара таким договором не определено, с момента доставки товара по 
месту жительства покупателя-гражданина или месту нахождения покупателя - юридического лица.",Гражданский кодекс Российской Федерации.pdf,252
Какие нормативы затрат установлены для создания произведений скульптуры и монументально-декоративной живописи?,"Если эти расходы не могут быть подтверждены документально, они принимаются к вычету в следующих 
размерах: 
 
 
Нормативы затрат (в 
процентах к сумме 
начисленного дохода) 
Создание литературных произведений, в том числе для театра, 
кино, эстрады и цирка 
20 
Создание 
художественно-графических 
произведений, 
фоторабот для печати, произведений архитектуры и дизайна 
30 
Создание 
произведений 
скульптуры, 
монументально-
декоративной 
живописи, 
декоративно-прикладного 
и 
40",Налоговый кодекс Российской Федерации.pdf,860
Какие телефоны можно использовать для бесплатной юридической консультации в Санкт-Петербурге и Ленинградской области?,"Многому можно научиться из опыта маркетинга в других областях и
использовать все прогрессивное.",Data1_10_10858_index.pdf,15
Какие элементы входят в стоимостной блок РТМ согласно СНиП?,"В блок стоимостной оценки РТМ, принимаемый в качестве базисного, включаются
показатели стоимости ресурсов в сметных ценах, введенных в действие с 01.01.91, и
в последующем периоде строительства вместо показателей в сметных ценах
приводятся показатели стоимости ресурсов в фактических ценах.",Data1_2_2080_index.pdf,5
"Что происходит, если участники не явились в заседание после перерыва?","В случае, если в судебное заседание не явились лица, участвующие в деле, а их явка в 
соответствии с настоящим Кодексом была признана обязательной арбитражным судом, суд может 
наложить на указанных лиц судебный штраф в порядке и в размерах, которые предусмотрены в 
главе 11 настоящего Кодекса.",Арбитражный процессуальный кодекс Российской Федерации.pdf,82
Какие элементы включаются в комплексы упражнений подготовительных занятий для инвалидов по ГОСТ МДС 35-7.2000?,"В комплексы упражнений подготовительных
занятий включаются специальные элементы для развития определенных групп мышц
как с использованием различных тренажеров и снарядов, так и без них.",Data1_10_10847_index.pdf,3
Какие данные из технического журнала используются для составления дефектных ведомостей по МДС 14-13.2000?,"СОДЕРЖАНИЕ
Общие положения
Подготовка по новой должности
Стажировка
Проверка знаний норм и правил
Дублирование
Допуск к самостоятельной работе
Инструктажи по безопасности труда и пожарной безопасности
Противоаварийные и противопожарные тренировки
Специальная подготовка
Повышение квалификации, производственная работа с персоналом
Приложение 1 Форма журнала регистрации вводного инструктажа
Приложение 2 Примерный перечень основных вопросов для составления программ
вводного инструктажа
Приложение 3 Форма журнала регистрации инструктажа  на рабочем месте
Приложение 4 Примерный перечень основных вопросов первичного инструктажа на
рабочем месте
Приложение 5 Форма  протокола проверки знаний
Приложение 6 Форма  журнала учета проверки знаний норм,  правил, инструкций
Приложение 7 Форма  удостоверения о проверке знаний
Приложение 8 Форма журнала по учету противоаварийных   и противопожарных
тренировок",Data1_10_10862_index.pdf,11
Какой телефон указан для бесплатной юридической консультации в регионах РФ?,"На территорию 
исправительного учреждения адвокаты или иные указанные лица, имеющие право на оказание 
юридической помощи, вправе проносить копировально-множительную технику и фотоаппаратуру 
только для снятия копий с материалов личного дела осужденного, компьютеры и пользоваться 
такими копировально-множительной техникой и фотоаппаратурой, компьютерами только в 
отсутствие осужденного в отдельном помещении, определенном администрацией исправительного 
учреждения.",Уголовно-исполнительный кодекс Российской Федерации.pdf,52
"Как учитываются доходы, связанные с операциями РЕПО по ценным бумагам, являющимся объектом операций займа?","Доходы, связанные с операциями РЕПО по ценным бумагам, являющимся объектом операций займа, 
учитываются в порядке, установленном статьей 214.3 настоящего Кодекса.",Налоговый кодекс Российской Федерации.pdf,781
Какие цели преследуются при технических осмотрах согласно МДС 14-13.2000?,"Программы подготовки авиационного персонала гражданской авиации для обслуживания 
пассажиров из числа инвалидов и других лиц с ограничениями жизнедеятельности и использования 
технических средств и оборудования, указанных в пункте 10 статьи 37 настоящего Кодекса, 
утверждаются уполномоченным органом, на который законодательством Российской Федерации 
возложены организация и проведение обязательных сертификации и аттестации в гражданской 
авиации, совместно с федеральным органом исполнительной власти, осуществляющим функции по 
выработке и реализации государственной политики и нормативно-правовому регулированию в 
сфере труда и социальной защиты населения, при участии общественных объединений инвалидов.",Воздушный кодекс Российской Федерации.pdf,36
Какие индексы указаны в таблице 1 для накладных расходов в строительстве?,"- часа строительных машин-представителей или стоимость 1 маш.-часа в
текущем уровне цен;
индексы удорожания стоимости материалов-представителей (не более 100) или их сметная стоимость в текущем
уровне цен (перечень материалов-представителей приведен в ""Методических рекомендациях по формированию
укрупненных показателей базовой стоимости на виды работ и порядку их применения для составления инвесторских
смет и предложений подрядчика (УПБС ВР)"";
нормативы накладных расходов в базисном и в текущем уровне цен;
нормативы плановых накоплений в базисном уровне и сметной прибыли в текущем уровне цен.",Data1_2_2117_index.pdf,5
Кто представляет казначейскую отчетность в Министерство финансов Российской Федерации?,"Федеральное казначейство представляет казначейскую отчетность в Министерство 
финансов Российской Федерации.",Бюджетный кодекс Российской Федерации.pdf,381
Какие основные положения описаны в разделе 1.1 ГОСТ МДС 80-3.2000?,")
 
СТРОИТЕЛЬНЫЕ НОРМЫ И ПРАВИЛА РОССИЙСКОЙ ФЕДЕРАЦИИ
 
ИНСТРУКЦИЯ ПО РАЗМЕЩЕНИЮ ТЕПЛОВЫХ АГРЕГАТОВ,
ПРЕДНАЗНАЧЕНЫХ ДЛЯ ОТОПЛЕНИЯ И ГОРЯЧЕГО
ВОДОСНАБЖЕНИЯ ОДНОКВАРТИРНЫХ ИЛИ БЛОКИРОВАНЫХ
ЖИЛЫХ ДОМОВ
 
INSTRUCTION ON THE LOKATION OF TERMAL UNITS USED FOR
HEATING AND HOT WATER-SUPPLY IN SINGL-APARTMENT OR SEMI-
DETACHED HOUSES
Дата введения 1996-12-01
1 ОБЛАСТЬ ПРИМЕНЕНИЯ
1.1 
Требования 
настоящей 
Инструкции 
следует 
соблюдать 
при
проектировании помещений в одноквартирных или блокированных жилых
зданиях, в которых размещаются тепловые агрегаты (теплогенераторы),
использующие в качестве топлива природный газ по ГОСТ 5542-87,
предназначенные для отопления и горячего водоснабжения этих зданий.",Data1_2_2096_index.pdf,2
Какие данные используются при определении затрат на приобретение основного и вспомогательного оборудования?,"ОСНОВНЫЕ МЕТОДИЧЕСКИЕ РЕКОМЕНДАЦИИ И ОБОСНОВЫВАЮЩИЕ
ДОКУМЕНТЫ, ИСПОЛЬЗУЕМЫЕ ПРИ РАСЧЕТЕ ЗАТРАТ НА СОДЕРЖАНИЕ
СЛУЖБЫ ЗАКАЗЧИКА-ЗАСТРОЙЩИКА
Основные статьи затрат
Рекомендации по расчету
Обосновывающие документы
1
2
3
Расходы на оплату труда,
в том числе
Средняя 
заработная 
плата
аппарата заказчика-застройщика
должна корреспондироваться со
средней 
заработной 
платой
госслужащих 
аппарата
управления по региону
Используются данные Госкомстата России и
его территориальных подразделений
1.1.",Data1_2_2116_index.pdf,4
Какие особенности определения налоговой базы могут быть установлены?,"Особенности определения налоговой базы по банкам устанавливаются с учетом положений статей 290-
292 настоящего Кодекса.",Налоговый кодекс Российской Федерации.pdf,1028
Какие сведения могут запрашивать представители работников у работодателя по вопросам введения технологических изменений?,"Представители работников имеют право получать от работодателя информацию по вопросам: 
реорганизации или ликвидации организации; 
введения технологических изменений, влекущих за собой изменение условий труда работников; 
подготовки и дополнительного профессионального образования работников; 
по другим вопросам, предусмотренным настоящим Кодексом, иными федеральными законами, 
учредительными документами организации, коллективным договором, соглашениями.",Трудовой кодекс Российской Федерации.pdf,36
Что означает пункт 11 в перечне операций с подакцизными товарами?,"Принцип единства кассы 
Принцип единства кассы означает зачисление всех поступлений в бюджет на единый счет 
бюджета и осуществление всех перечислений из бюджета с единого счета бюджета, за 
исключением операций по исполнению бюджетов, осуществляемых за пределами территории 
Российской Федерации в соответствии с нормативными правовыми актами Российской Федерации.",Бюджетный кодекс Российской Федерации.pdf,30
Как проводятся общественные обсуждения или публичные слушания по проекту решения о предоставлении разрешения на условно разрешенный вид использования земельного участка?,"Комментарии к статьям на сайте 
https://grkodeksrf.ru/ 
 
 
 
 
 
б) общественные обсуждения или публичные слушания по проектам планировки территории, проектам 
межевания территории; 
в) утверждение документации по планировке территории; 
2) предоставление разрешения на условно разрешенный вид использования земельного участка, в том 
числе проведение общественных обсуждений или публичных слушаний по проекту решения о 
предоставлении такого разрешения; 
3) предоставление разрешения на отклонение от предельных параметров разрешенного строительства, 
реконструкции объекта капитального строительства, в том числе проведение общественных обсуждений 
или публичных слушаний по проекту решения о предоставлении такого разрешения; 
4) выдача градостроительного плана земельного участка; 
5) получение технических требований и условий, подлежащих обязательному исполнению при 
архитектурно-строительном проектировании в целях реконструкции, капитального ремонта существующих 
линейных объектов, в том числе сетей инженерно-технического обеспечения, в соответствии со статьей 
52.2 настоящего Кодекса; 
6) заключение договора с правообладателями существующих линейных объектов, в том числе сетей 
инженерно-технического обеспечения, в целях их реконструкции, капитального ремонта в соответствии со 
статьей 52.2 настоящего Кодекса; 
7) получение предусмотренных частью 3 статьи 52.1 настоящего Кодекса технических условий на 
подключение (технологическое присоединение) объектов капитального строительства к сетям инженерно-
технического обеспечения; 
8) заключение указанных в статье 52.1 настоящего Кодекса договоров о подключении (технологическом 
присоединении) объектов капитального строительства к сетям инженерно-технического обеспечения; 
9) принятие в соответствии с земельным законодательством решения об установлении, изменении, о 
прекращении существования зон с особыми условиями использования территории в связи со 
строительством, реконструкцией объекта капитального строительства.",Градостроительный кодекс Российской Федерации.pdf,16
"Какой документ определяет, что отчисления включаются в себестоимость продукции (работ, услуг)?",",1
""Положения о
составе затрат по
производству и
реализации
продукции (работ,
услуг), включаемых
в себестоимость
продукции (работ,
услуг), и о порядке
формирования
финансовых
результатов,
учитываемых при
налогообложении
прибыли"",
утвержденного
Постановлением
Правительства
Российской
Федерации от
05.08.92 № 552)
Отчисления в фонд
обязательного
медицинского
страхования
включаются в
себестоимость
продукции (работ,
услуг) (",Data1_2_2070_index.pdf,33
Что происходит с сроком действия трудового договора при переводе на должность научного работника в результате избрания по конкурсу?,"При переводе на должность научного работника в результате избрания по конкурсу на соответствующую 
должность срок действия трудового договора с работником может быть изменен по соглашению сторон, 
заключаемому в письменной форме, в соответствии с условиями проведения конкурса на определенный 
срок не более пяти лет или на неопределенный срок.",Трудовой кодекс Российской Федерации.pdf,196
"Какие условия содержания предусмотрены для осужденных к смертной казни, в отношении которых приговор суда вступил в законную силу, но вопрос о помиловании не решен?","Осужденные к смертной казни, в отношении которых приговор суда вступил в законную 
силу, но вопрос о помиловании не решен либо ходатайство которых о помиловании удовлетворено, 
до направления в исправительное учреждение для дальнейшего отбывания наказания содержатся в 
условиях, предусмотренных статьей 127 настоящего Кодекса.",Уголовно-исполнительный кодекс Российской Федерации.pdf,101
