question,answer,sources
Как уполномоченный орган выдает заключение об исчезновении характерных условий?,"Уполномоченный орган осуществляет контроль за сохранением особых свойств товара и **«в том числе выдает заключение об исчезновении характерных для данного географического объекта условий и о невозможности производить товар…»**.

Также указано, что **заключение выдается “в устанавливаемом им порядке” при предоставлении заявителем документов, предусмотренных таким порядком**.","Data1_10_10859_index.pdf:page_2, Административный кодекс Российской Федерации.pdf:page_604, Воздушный кодекс Российской Федерации.pdf:page_52, Гражданский кодекс Российской Федерации.pdf:page_652, Гражданский кодекс Российской Федерации.pdf:page_659, Гражданский процессуальный кодекс Российской Федерации.pdf:page_112, Земельный кодекс Российской Федерации.pdf:page_140, Земельный кодекс Российской Федерации.pdf:page_88, Налоговый кодекс Российской Федерации.pdf:page_335, Семейный кодекс Российской Федерации.pdf:page_5"
Кто проводит экспертизу?,"Экспертизу проводят **эксперты**:  

- **работники государственного судебно-экспертного учреждения** — по поручению руководителя этого учреждения;  
- **иные эксперты**, которым экспертиза поручена **судом**.","Data1_10_10863_index.pdf:page_2, Data1_10_10863_index.pdf:page_3, Арбитражный процессуальный кодекс Российской Федерации.pdf:page_40, Градостроительный кодекс Российской Федерации.pdf:page_124, Градостроительный кодекс Российской Федерации.pdf:page_22, Гражданский процессуальный кодекс Российской Федерации.pdf:page_33, Кодекс административного судопроизводства Российской Федерации.pdf:page_47, Налоговый кодекс Российской Федерации.pdf:page_249, Уголовно-процессуальный кодекс Российской Федерации.pdf:page_137, Уголовно-процессуальный кодекс Российской Федерации.pdf:page_48"
"Проводится ли предварительное судебное заседание в делах, рассматриваемых в порядке упрощенного производства?",Нет в документах.,"Арбитражный процессуальный кодекс Российской Федерации.pdf:page_67, Арбитражный процессуальный кодекс Российской Федерации.pdf:page_68, Гражданский процессуальный кодекс Российской Федерации.pdf:page_60, Гражданский процессуальный кодекс Российской Федерации.pdf:page_61, Гражданский процессуальный кодекс Российской Федерации.pdf:page_94, Кодекс административного судопроизводства Российской Федерации.pdf:page_82, Уголовно-процессуальный кодекс Российской Федерации.pdf:page_163, Уголовно-процессуальный кодекс Российской Федерации.pdf:page_165, Уголовно-процессуальный кодекс Российской Федерации.pdf:page_183, Уголовно-процессуальный кодекс Российской Федерации.pdf:page_200"
"Какие организации могут принимать от граждан в залог движимые вещи, предназначенные для личного потребления?",нет в документах,"Бюджетный кодекс Российской Федерации.pdf:page_119, Гражданский кодекс Российской Федерации.pdf:page_173, Гражданский кодекс Российской Федерации.pdf:page_174, Гражданский кодекс Российской Федерации.pdf:page_175, Гражданский кодекс Российской Федерации.pdf:page_176, Гражданский кодекс Российской Федерации.pdf:page_183, Гражданский кодекс Российской Федерации.pdf:page_184, Гражданский кодекс Российской Федерации.pdf:page_185, Гражданский кодекс Российской Федерации.pdf:page_189, Гражданский кодекс Российской Федерации.pdf:page_192"
В каком случае арбитражный суд может поручить другому арбитражному суду произвести определенные процессуальные действия?,"В тексте есть фрагмент **про судебное поручение**: арбитражный суд может поручить другому арбитражному суду выполнить определённые процессуальные действия, **если это необходимо и поручение направляется в порядке, предусмотренном законом** (в выдержке указано, что по выполнению судебного поручения выносится определение и материалы пересылаются в суд, направивший поручение).

Однако в предоставленном фрагменте **нет формулировки условий**, *в каком именно случае* суд вправе дать такое поручение.  

**Ответ:** частичный — *упомянуто “судебное поручение”*, но **конкретные случаи в документах не указаны**.","Арбитражный процессуальный кодекс Российской Федерации.pdf:page_1, Арбитражный процессуальный кодекс Российской Федерации.pdf:page_166, Арбитражный процессуальный кодекс Российской Федерации.pdf:page_28, Арбитражный процессуальный кодекс Российской Федерации.pdf:page_29, Арбитражный процессуальный кодекс Российской Федерации.pdf:page_35, Арбитражный процессуальный кодекс Российской Федерации.pdf:page_36, Арбитражный процессуальный кодекс Российской Федерации.pdf:page_4, Арбитражный процессуальный кодекс Российской Федерации.pdf:page_54, Арбитражный процессуальный кодекс Российской Федерации.pdf:page_67, Арбитражный процессуальный кодекс Российской Федерации.pdf:page_9"
Какие виды инспекционных проверок выполняются Государственной жилищной инспекцией согласно МДС 17-13.2000?,"В приведённом фрагменте МДС 13-17.2000 сказано, что при инспекционных обследованиях Государственная жилищная инспекция выполняет:

1) **Проведение инспекционных обследований технического состояния**:
- жилищного фонда,
- его инженерного оборудования,
- придомовой территории,
- объектов коммунального назначения (независимо от ведомственной принадлежности и формы собственности).

2) **Контроль за использованием и содержанием**:
- за использованием и сохранностью жилищного фонда и придомовых территорий,
- соблюдением своевременного выполнения работ по содержанию и ремонту,
- подготовкой жилищного фонда к сезонной эксплуатации,
- санитарным состоянием помещений,
- выполнением в срок выданных предписаний,
- соблюдением нормативного уровня и режима обеспечения коммунальными услугами.

3) **Специальные инспекционные обследования** (упомянуты как отдельный вид) — по вопросам:
- рационального использования топливно-энергетических ресурсов и воды,
- соблюдения нормативного уровня и режима обеспечения населения коммунальными услугами.

Отдельно в тексте приведена **рекомендуемая последовательность инспекционного контроля**, т.е. *какие разделы/объекты осматриваются по ходу проверки*, но это не оформлено как “виды проверок” в смысле категорий, а как этапы осмотра (например: территория, крыши, наружные стены, входы, подвалы, помещения в квартирах, системы водоснабжения/отопления/канализации/электроснабжения, лифты и т.д.).","Data1_10_10852_index.pdf:page_35, Data1_10_10852_index.pdf:page_37, Data1_10_10852_index.pdf:page_40, Data1_10_10861_index.pdf:page_1, Data1_10_10861_index.pdf:page_2, Data1_10_10861_index.pdf:page_21, Data1_10_10861_index.pdf:page_3, Data1_10_10861_index.pdf:page_34, Административный кодекс Российской Федерации.pdf:page_495, Жилищный кодекс Российской Федерации.pdf:page_1"
"Кто осуществляет контроль за межбюджетными субсидиями, субвенциями, трансфертами и кредитами?","В представленных фрагментах прямо указано следующее:

- **Контроль за государственными (внешними и внутренними) финансовыми операциями** осуществляют **Счетная палата РФ, контрольно‑счетные органы субъектов РФ и муниципальные образования (внешний контроль)**, а также **органы, осуществляющие внутренний государственный (муниципальный) финансовый контроль** (внутренний контроль — в тексте начинается, но дальше об органах в предоставленном фрагменте не раскрыто).

- **Государственный финансовый контроль за соблюдением целей, порядка и условий предоставления из бюджетов межбюджетных субсидий, субвенций и иных межбюджетных трансфертов** (а также бюджетных кредитов и условий договоров/контрактов) — проводится **в порядке, предусмотренном положениями о контроле**, при этом в фрагменте упоминается:
  - Федеральное казначейство — в указанных случаях/в связи с поручениями о контрольных мероприятиях;
  - Счетная палата РФ — в случаях поручений/обращений, указанных в фрагменте.

Иных конкретных органов для контроля именно за **межбюджетными субсидиями/субвенциями/трансфертами/кредитами** в предоставленном тексте больше не раскрыто.","Бюджетный кодекс Российской Федерации.pdf:page_126, Бюджетный кодекс Российской Федерации.pdf:page_193, Бюджетный кодекс Российской Федерации.pdf:page_196, Бюджетный кодекс Российской Федерации.pdf:page_206, Бюджетный кодекс Российской Федерации.pdf:page_218, Бюджетный кодекс Российской Федерации.pdf:page_27, Бюджетный кодекс Российской Федерации.pdf:page_321, Бюджетный кодекс Российской Федерации.pdf:page_337, Бюджетный кодекс Российской Федерации.pdf:page_389, Бюджетный кодекс Российской Федерации.pdf:page_391"
Что такое «договорное потребление теплоносителя» в документе МДС 41-3.2000?,нет в документах,"Data1_10_10870_index.pdf:page_10, Data1_10_10870_index.pdf:page_3, Data1_10_10871_index.pdf:page_1, Data1_10_10871_index.pdf:page_2, Data1_10_10871_index.pdf:page_3, Data1_10_10871_index.pdf:page_4, Data1_10_10871_index.pdf:page_5, Data1_10_10871_index.pdf:page_7, Гражданский кодекс Российской Федерации.pdf:page_266, Гражданский кодекс Российской Федерации.pdf:page_267"
На какие расходы не распространяется данное положение?,"В предоставленном фрагменте **нет информации**, на какие именно расходы *не распространяется данное положение*.

Если вы уточните, **какое именно “положение”** имеется в виду (например, номер статьи/пункт из документа), я смогу найти точный ответ в тексте.","Налоговый кодекс Российской Федерации.pdf:page_1026, Налоговый кодекс Российской Федерации.pdf:page_1482, Налоговый кодекс Российской Федерации.pdf:page_1484, Налоговый кодекс Российской Федерации.pdf:page_1485, Налоговый кодекс Российской Федерации.pdf:page_1500, Налоговый кодекс Российской Федерации.pdf:page_1503, Налоговый кодекс Российской Федерации.pdf:page_402, Налоговый кодекс Российской Федерации.pdf:page_800, Налоговый кодекс Российской Федерации.pdf:page_911, Налоговый кодекс Российской Федерации.pdf:page_936"
Какие документы должны быть представлены для допуска тепловых сетей и систем теплопотребления в эксплуатацию согласно ГОСТ?,"Согласно приведенному фрагменту, для допуска в эксплуатацию тепловых сетей и систем теплопотребления после проведения приемосдаточных испытаний **должны быть представлены**:

1) **Надлежащим образом оформленная разрешительная документация**;  
2) **Проектная документация**;  
3) **Исполнительная документация**, включая **акты на скрытые работы**, составленные **при их производстве с участием представителей теплоснабжающей организации**.","Data1_10_10852_index.pdf:page_15, Data1_10_10852_index.pdf:page_35, Data1_10_10870_index.pdf:page_10, Data1_10_10870_index.pdf:page_3, Data1_10_10871_index.pdf:page_2, Data1_10_10871_index.pdf:page_8, Data1_10_10871_index.pdf:page_9, Data1_2_2096_index.pdf:page_1, Data1_2_2096_index.pdf:page_2, Градостроительный кодекс Российской Федерации.pdf:page_181"
Как специалист должен действовать в качестве представителя заказчика согласно СНиП?,"В предоставленном фрагменте **нет сведений**, как именно специалист должен действовать в качестве представителя **заказчика** согласно **СНиП**.

При этом встречается лишь общий фрагмент про права (например, **«назначать своих представителей…»**), но он относится к **управляющему проектом**, а не к представителю заказчика по СНиП, и требований/порядка действий “представителя заказчика” в тексте нет.","Data1_10_10858_index.pdf:page_2, Data1_10_10858_index.pdf:page_6, Data1_10_10858_index.pdf:page_7, Data1_10_10858_index.pdf:page_9, Data1_10_10872_index.pdf:page_10, Data1_1_1804_index.pdf:page_8, Градостроительный кодекс Российской Федерации.pdf:page_117, Градостроительный кодекс Российской Федерации.pdf:page_165, Градостроительный кодекс Российской Федерации.pdf:page_199, Гражданский кодекс Российской Федерации.pdf:page_312"
Какова сметная стоимость труб асбестоцементных по ГОСТ МДС 81-10.2000?,"В предоставленных фрагментах **нет данных о сметной стоимости труб асбестоцементных по ГОСТ МДС 81-10.2000** (в тексте встречается только перечень кодов/ресурсов, в т.ч. “Трубы асбестоцементные”, но **без значений стоимости**).  

**Ответ: нет в документах.**","Data1_10_10754_index.pdf:page_28, Data1_2_2076_index.pdf:page_13, Data1_2_2079_index.pdf:page_17, Data1_2_2080_index.pdf:page_13, Data1_2_2080_index.pdf:page_14, Data1_2_2080_index.pdf:page_25, Data1_2_2080_index.pdf:page_26, Data1_2_2080_index.pdf:page_28, Data1_2_2080_index.pdf:page_29, Data1_2_2081_index.pdf:page_18"
"Что грозит индивидуальным предпринимателям за нарушение обязательных требований при обращении драгоценных металлов, драгоценных камней и продукции из них?","В документах указано, что **нарушение установленных законодательством обязательных требований при перевозке драгоценных металлов, драгоценных камней и продукции из них** влечет для **индивидуальных предпринимателей** административный штраф в размере **от 50 000 до 70 000 рублей**.","Административный кодекс Российской Федерации.pdf:page_269, Административный кодекс Российской Федерации.pdf:page_303, Административный кодекс Российской Федерации.pdf:page_350, Административный кодекс Российской Федерации.pdf:page_351, Административный кодекс Российской Федерации.pdf:page_352, Административный кодекс Российской Федерации.pdf:page_75, Административный кодекс Российской Федерации.pdf:page_80, Уголовный кодекс Российской Федерации.pdf:page_118, Уголовный кодекс Российской Федерации.pdf:page_120, Уголовный кодекс Российской Федерации.pdf:page_185"
"Какие ставки таможенных пошлин действовали согласно Указу Президента Российской Федерации ""О Временном импортном таможенном тарифе Российской Федерации""?","В предоставленных фрагментах **нет информации** о том, какие именно ставки таможенных пошлин действовали согласно Указу Президента РФ «О Временном импортном таможенном тарифе Российской Федерации».  

Ответ: **нет в документах**.","Data1_2_2082_index.pdf:page_19, Data1_2_2082_index.pdf:page_27, Налоговый кодекс Российской Федерации.pdf:page_430, Налоговый кодекс Российской Федерации.pdf:page_448, Таможенный кодекс Евразийского экономического союза.pdf:page_110, Таможенный кодекс Евразийского экономического союза.pdf:page_159, Таможенный кодекс Евразийского экономического союза.pdf:page_255, Таможенный кодекс Евразийского экономического союза.pdf:page_492, Таможенный кодекс Евразийского экономического союза.pdf:page_57, Таможенный кодекс Евразийского экономического союза.pdf:page_98"
Какие требования к строительной климатологии и геофизике установлены СНиП 2.01.01-82?,"В приведённом фрагменте текста **нет сведений о конкретных требованиях СНиП 2.01.01-82 «Строительная климатология и геофизика»** (ни формулировок требований, ни перечисления норм).

Единственное, что встречается — указание, что **распределение договорного количества тепловой энергии по кварталам и месяцам должно производиться с учетом температур наружного воздуха, приведенных в СНиП 2.01.01-82**, но **сам перечень климатологических/геофизических требований из СНиП 2.01.01-82 в тексте не приведён**.

**Ответ:** нет в документах.","Data1_10_10849_index.pdf:page_11, Data1_10_10849_index.pdf:page_6, Data1_10_10861_index.pdf:page_21, Data1_10_10861_index.pdf:page_24, Data1_10_10861_index.pdf:page_27, Data1_10_10861_index.pdf:page_32, Data1_10_10865_index.pdf:page_32, Data1_10_10865_index.pdf:page_38, Data1_10_10865_index.pdf:page_39, Data1_10_10871_index.pdf:page_4"
Какие границы эксплуатационной ответственности между теплоснабжающей организацией и заказчиком должны быть указаны в технических условиях согласно СНиП?,"В представленных фрагментах **нет прямого указания**, какие именно **границы эксплуатационной ответственности** нужно указывать в технических условиях (какого вида/как определяется линия раздела и т.п.) — сказано лишь, что в техусловиях должны быть указаны:

- **«границы эксплуатационной ответственности теплоснабжающей организации и заказчика»** (пункт л)).

Также в тексте встречается определение **«границы балансовой принадлежности»**, но **это не то же самое**, что границы эксплуатационной ответственности, и прямых инструкций по ним в приведённом фрагменте нет.

**Ответ:** в технических условиях должны быть указаны **границы эксплуатационной ответственности теплоснабжающей организации и заказчика** (п. л) — *нет в документах* уточнения, *какие именно линии/границы* по СНиП должны обозначаться.","Data1_10_10870_index.pdf:page_10, Data1_10_10870_index.pdf:page_4, Data1_10_10871_index.pdf:page_11, Data1_10_10871_index.pdf:page_16, Data1_10_10871_index.pdf:page_18, Data1_10_10871_index.pdf:page_2, Data1_10_10871_index.pdf:page_4, Data1_10_10871_index.pdf:page_5, Data1_10_10871_index.pdf:page_7, Data1_10_10871_index.pdf:page_8"
Какую роль играет управляющий проектом в выборе и согласовании места размещения объекта по ГОСТ МДС 11-11.2000?,"В предоставленных фрагментах **нет информации** о том, какую роль управляющий проектом играет в **выборе и согласовании места размещения объекта** (по ГОСТ/МДС **11-11.2000**).  

Есть только общие положения о правах/обязанностях управляющего проектом (например, представление проектной организации, участие в торгах, ведение переговоров, проверка разработки проектной документации, ответственность за уровень решений и качество/сроки разработки документации), но конкретно про размещение объекта (место строительства) — **не указано**.","Data1_10_10858_index.pdf:page_1, Data1_10_10858_index.pdf:page_12, Data1_10_10858_index.pdf:page_25, Data1_10_10858_index.pdf:page_26, Data1_10_10858_index.pdf:page_4, Data1_10_10858_index.pdf:page_6, Data1_10_10858_index.pdf:page_7, Data1_10_10859_index.pdf:page_6, Data1_10_10872_index.pdf:page_10, Data1_1_1804_index.pdf:page_2"
Какие требования предъявляются к эксплуатации теплопотребляющих установок и тепловых сетей абонентом согласно ГОСТ?,"В предоставленном фрагменте **нет сведений о требованиях к эксплуатации теплопотребляющих установок и тепловых сетей абонентом “согласно ГОСТ”**.

Есть только общие фрагменты про:
- порядок приёмки теплового пункта к зиме (акт, проверки),
- порядок действий персонала в аварийной ситуации (закрытие/открытие арматуры, опорожнение системы),
- вопросы учета тепловой энергии/теплоносителей (узел учета, выход из строя приборов),
- определения (балансы, “бронь аварийная/технологическая” и т.п.).

Но **конкретных “требований к эксплуатации” абонентом теплопотребляющих установок и тепловых сетей, оформленных как нормы ГОСТ**, в тексте не приведено. Поэтому: **нет в документах**.","Data1_10_10852_index.pdf:page_27, Data1_10_10852_index.pdf:page_32, Data1_10_10852_index.pdf:page_35, Data1_10_10870_index.pdf:page_10, Data1_10_10871_index.pdf:page_1, Data1_10_10871_index.pdf:page_2, Data1_10_10871_index.pdf:page_5, Data1_10_10871_index.pdf:page_8, Data1_2_2096_index.pdf:page_3, Data1_2_2096_index.pdf:page_4"
Какие финансовые показатели должны быть указаны в форме 'Опыт работы претендента по самому крупному построенному объекту сопоставимого вида и объем работы в России или за рубежом' согласно ГОСТ МДС 80-5.2000?,"В предоставленных фрагментах **нет перечисления финансовых показателей**, которые должны быть указаны в форме **«Опыт работы претендента по самому крупному построенному объекту сопоставимого вида и объем работы в России или за рубежом»**.

В тексте документа, который вы привели, форма **«Опыт работы…»** показана только заголовком и полями (наименование претендента, наименование объекта, расположение, заказчик), но **дальнейшие строки с требуемыми показателями/параметрами (в т.ч. финансовыми) отсутствуют**.

Итого: **нет в документах** (в вашем фрагменте).","Data1_10_10754_index.pdf:page_24, Data1_10_10754_index.pdf:page_3, Data1_10_10848_index.pdf:page_10, Data1_10_10864_index.pdf:page_33, Data1_10_10867_index.pdf:page_5, Data1_10_10867_index.pdf:page_6, Data1_10_10869_index.pdf:page_1, Data1_10_10869_index.pdf:page_2, Data1_10_10869_index.pdf:page_7, Data1_2_2082_index.pdf:page_2"
"Какие действия необходимо предпринять при обнаружении неисправности расположенных на крыше карнизов, водоотводящих устройств, ограждений, гильз, анкеров, устройств молниезащиты согласно ГОСТ МДС 17-13.2000?","В приведённом фрагменте текста **нет прямого описания действий** при обнаружении неисправностей расположенных на крыше:

- карнизов,
- водоотводящих устройств,
- ограждений,
- гильз,
- анкеров,
- устройств молниезащиты,

**по ГОСТ/МДС 17-13.2000 (упоминается МДС 13-17.2000)**.

Есть общие требования по эксплуатации крыши (например, очистка от мусора/грязи, запрет металлических предметов для очистки, запрет пробивать отверстия в безрулонных крышах и т.п.), а также требования при значительных дефектах — **тщательное обследование комиссией** с привлечением проектных организаций. Но конкретных указаний именно для перечисленных элементов (карнизы, водоотвод, ограждения, гильзы, анкеры, молниезащита) в предоставленном тексте **не содержится**.

**Ответ:** нет в документах.","Data1_10_10846_index.pdf:page_20, Data1_10_10852_index.pdf:page_10, Data1_10_10852_index.pdf:page_15, Data1_10_10852_index.pdf:page_24, Data1_10_10852_index.pdf:page_3, Data1_10_10861_index.pdf:page_1, Data1_10_10861_index.pdf:page_18, Data1_10_10861_index.pdf:page_4, Data1_10_10861_index.pdf:page_9, Data1_1_1879_index.pdf:page_22"
Как уведомляется подозреваемый или обвиняемый о принятых мерах?,"В представленных фрагментах есть указание про уведомление **при приостановлении предварительного следствия**:

- **Статья 209 (часть 1)**: при приостановлении предварительного следствия следователь **уведомляет** потерпевшего, его представителя, гражданского истца, гражданского ответчика или их представителей и разъясняет порядок обжалования.  
  Также **в случаях**, предусмотренных пунктами 3 и 4 части первой статьи 208 УПК РФ, **об этом уведомляются подозреваемый, обвиняемый и его защитник**.

Также в **статье 209 (часть 3)** указано:
- о **возобновлении предварительного следствия** сообщается подозреваемому, обвиняемому, его защитнику, потерпевшему и др., а также прокурору.

По уведомлению **о других мерах** (кроме приостановления/возобновления предварительного следствия) в данных фрагментах **нет**.","Уголовно-процессуальный кодекс Российской Федерации.pdf:page_124, Уголовно-процессуальный кодекс Российской Федерации.pdf:page_143, Уголовно-процессуальный кодекс Российской Федерации.pdf:page_144, Уголовно-процессуальный кодекс Российской Федерации.pdf:page_153, Уголовно-процессуальный кодекс Российской Федерации.pdf:page_2, Уголовно-процессуальный кодекс Российской Федерации.pdf:page_38, Уголовно-процессуальный кодекс Российской Федерации.pdf:page_39, Уголовно-процессуальный кодекс Российской Федерации.pdf:page_40, Уголовно-процессуальный кодекс Российской Федерации.pdf:page_66, Уголовно-процессуальный кодекс Российской Федерации.pdf:page_67"
Какие источники информации используются для определения текущих цен на материальные ресурсы в МДС 81-14.2000?,"В тексте МДС 81-14.2000 (в приведенном фрагменте) сказано, что **цена на вид материального ресурса** определяется методом калькулирования, при этом сметные цены на материалы, изделия и конструкции принимаются по виду цены «франко-приобъектный склад» и цена производителя (Цм) определяется на основе:

- **каталогов**
- **прейскурантов**
- **другой информации предприятий-поставщиков**
- **ежемесячных информационных выпусков региональных центров по ценообразованию в строительстве (РЦЦС)**","Data1_10_10754_index.pdf:page_24, Data1_10_10754_index.pdf:page_5, Data1_10_10848_index.pdf:page_2, Data1_10_10848_index.pdf:page_6, Data1_2_2075_index.pdf:page_1, Data1_2_2075_index.pdf:page_3, Data1_2_2080_index.pdf:page_26, Data1_2_2080_index.pdf:page_28, Data1_2_2080_index.pdf:page_29, Data1_2_2117_index.pdf:page_1"
Какие работы по утеплению зданий должны быть выполнены согласно ГОСТ МДС 13-18.2000?,"Согласно тексту ГОСТ/МДС 13-18.2000 (в представленном фрагменте) работы по **утеплению зданий** должны быть выполнены, в частности:

- **Утепление стен лучше производить с наружной стороны здания** с облицовкой термоизолирующими плитами (указаны варианты: пенополистирол, асбоминватные/минераловатные плиты, фибролит, пенобетон и др.) **или** оштукатуривания легким теплым раствором.  
- **Допускается утепление наружных ограждающих конструкций изнутри** (например, **напылением пенополиуретана по согласованию с органами Госпожнадзора**; также допускается напыление асбоминваты или иных легких теплоизоляционных материалов) — но только по согласованию/в допустимом порядке.  
- **Утепление, как правило, производят по разработанному проекту** силами специализированных организаций или по типовым техническим решениям, приведенным в указанном источнике (в тексте упоминается «Альбом технических решений…»).

Также в другом фрагменте указано, что при подготовке системы отопления были выполнены работы **по утеплению зданий** (примерный перечень):
- **входные двери в подъезды отремонтированы**, **установлены доводчики**;
- **оконные переплеты и остекление на лестничной клетке исправны**;
- **продухи в цоколях имеют регулировочные решетки**.

Если нужен ответ строго “что именно требуется выполнить” (без примеров из акта), скажите — выделю только нормы из раздела про утепление.","Data1_10_10852_index.pdf:page_1, Data1_10_10852_index.pdf:page_15, Data1_10_10852_index.pdf:page_36, Data1_10_10852_index.pdf:page_37, Data1_10_10852_index.pdf:page_38, Data1_10_10852_index.pdf:page_40, Data1_10_10852_index.pdf:page_5, Data1_10_10861_index.pdf:page_5, Data1_1_1879_index.pdf:page_12, Data1_1_1879_index.pdf:page_18"
"Когда не допускается раздел, перераспределение или выдел земельных участков, если сохраняемые обременения не позволяют использовать земельные участки в соответствии с разрешенным использованием?","В приведённых фрагментах **нет информации** о том, что раздел, перераспределение или выдел земельных участков **не допускается** в случаях, когда сохраняемые обременения не позволяют использовать участки в соответствии с разрешённым использованием.","Градостроительный кодекс Российской Федерации.pdf:page_89, Гражданский кодекс Российской Федерации.pdf:page_146, Гражданский кодекс Российской Федерации.pdf:page_147, Земельный кодекс Российской Федерации.pdf:page_11, Земельный кодекс Российской Федерации.pdf:page_119, Земельный кодекс Российской Федерации.pdf:page_12, Земельный кодекс Российской Федерации.pdf:page_173, Земельный кодекс Российской Федерации.pdf:page_7, Земельный кодекс Российской Федерации.pdf:page_83, Земельный кодекс Российской Федерации.pdf:page_86"
Какова периодичность капитального ремонта металлической кровли согласно ГОСТ МДС 14-13.2000?,"В предоставленном фрагменте **нет информации о периодичности капитального ремонта металлической кровли** по ГОСТ МДС 14-13.2000.

Ответ: **нет в документах**.","Data1_10_10852_index.pdf:page_8, Data1_10_10855_index.pdf:page_5, Data1_10_10855_index.pdf:page_6, Data1_10_10855_index.pdf:page_7, Data1_10_10861_index.pdf:page_12, Data1_10_10861_index.pdf:page_9, Data1_1_1879_index.pdf:page_14, Data1_1_1879_index.pdf:page_24, Data1_1_1879_index.pdf:page_26, Data1_1_1879_index.pdf:page_28"
Какие телефоны доступны для бесплатной юридической консультации в регионах России?,В тексте указаны телефоны бесплатной юридической консультации для **Регионы РФ (8 (800))**: **8 (800) 301-92-12**.,"Административный кодекс Российской Федерации.pdf:page_585, Административный кодекс Российской Федерации.pdf:page_613, Арбитражный процессуальный кодекс Российской Федерации.pdf:page_114, Гражданский кодекс Российской Федерации.pdf:page_662, Земельный кодекс Российской Федерации.pdf:page_87, Налоговый кодекс Российской Федерации.pdf:page_1260, Налоговый кодекс Российской Федерации.pdf:page_1345, Налоговый кодекс Российской Федерации.pdf:page_1347, Трудовой кодекс Российской Федерации.pdf:page_226, Уголовный кодекс Российской Федерации.pdf:page_276"
