question,answer,sources
"Какие организации могут принимать от граждан в залог движимые вещи, предназначенные для личного потребления?",нет в документах,"Гражданский кодекс Российской Федерации.pdf:page_134, Гражданский кодекс Российской Федерации.pdf:page_186, Гражданский кодекс Российской Федерации.pdf:page_188, Гражданский кодекс Российской Федерации.pdf:page_192, Гражданский кодекс Российской Федерации.pdf:page_382"
В каком случае арбитражный суд может поручить другому арбитражному суду произвести определенные процессуальные действия?,нет в документах,"Арбитражный процессуальный кодекс Российской Федерации.pdf:page_128, Арбитражный процессуальный кодекс Российской Федерации.pdf:page_166, Арбитражный процессуальный кодекс Российской Федерации.pdf:page_22, Арбитражный процессуальный кодекс Российской Федерации.pdf:page_35, Арбитражный процессуальный кодекс Российской Федерации.pdf:page_57"
Какие виды инспекционных проверок выполняются Государственной жилищной инспекцией согласно МДС 17-13.2000?,"В приведённом контексте для МДС 17-13.2000 указано, что Государственная жилищная инспекция выполняет **инспекционные обследования** (инспекционный контроль) технического состояния жилищного фонда и объектов, а также **последующее оформление предписания** по итогам проверки. Конкретного перечня “видов инспекционных проверок” в данном фрагменте нет.","Data1_10_10861_index.pdf:page_1, Data1_10_10861_index.pdf:page_2, Data1_10_10861_index.pdf:page_3, Data1_10_10862_index.pdf:page_1, Data1_10_10863_index.pdf:page_1"
"Кто осуществляет контроль за межбюджетными субсидиями, субвенциями, трансфертами и кредитами?","Муниципальный финансовый контроль за соблюдением целей, порядка и условий предоставления из бюджета муниципального образования межбюджетных субсидий, субвенций, иных межбюджетных трансфертов, имеющих целевое назначение, бюджетных кредитов, а также за соблюдением условий договоров (соглашений) об их предоставлении и условий контрактов (договоров, соглашений), осуществляется органами муниципально…","Бюджетный кодекс Российской Федерации.pdf:page_122, Бюджетный кодекс Российской Федерации.pdf:page_192, Бюджетный кодекс Российской Федерации.pdf:page_338, Бюджетный кодекс Российской Федерации.pdf:page_391, Бюджетный кодекс Российской Федерации.pdf:page_392"
Что такое «договорное потребление теплоносителя» в документе МДС 41-3.2000?,нет в документах,"Data1_10_10864_index.pdf:page_1, Data1_10_10870_index.pdf:page_1, Data1_10_10871_index.pdf:page_1, Data1_10_10871_index.pdf:page_2, Data1_10_10871_index.pdf:page_4"
На какие расходы не распространяется данное положение?,нет в документах,"Data1_10_10872_index.pdf:page_9, Data1_2_2082_index.pdf:page_1, Гражданский кодекс Российской Федерации.pdf:page_126, Налоговый кодекс Российской Федерации.pdf:page_1019, Налоговый кодекс Российской Федерации.pdf:page_968"
Какие документы должны быть представлены для допуска тепловых сетей и систем теплопотребления в эксплуатацию согласно ГОСТ?,"После проведения приемосдаточных испытаний тепловые сети и системы теплопотребления должны быть предъявлены для осмотра и допуска в эксплуатацию, при этом одновременно должны быть представлены надлежаще оформленные **разрешительная, проектная и исполнительная документация**, включая **акты на скрытые работы**, составленные при их производстве с участием представителей теплоснабжающей организации.","Data1_10_10870_index.pdf:page_3, Data1_10_10871_index.pdf:page_15, Data1_10_10871_index.pdf:page_16, Data1_10_10871_index.pdf:page_8, Data1_10_10871_index.pdf:page_9"
Как специалист должен действовать в качестве представителя заказчика согласно СНиП?,нет в документах,"Data1_10_10851_index.pdf:page_2, Data1_10_10851_index.pdf:page_3, Data1_10_10851_index.pdf:page_4, Data1_10_10851_index.pdf:page_5, Data1_10_10851_index.pdf:page_6"
Какова сметная стоимость труб асбестоцементных по ГОСТ МДС 81-10.2000?,нет в документах,"Data1_2_2070_index.pdf:page_1, Data1_2_2073_index.pdf:page_1, Data1_2_2075_index.pdf:page_1, Data1_2_2076_index.pdf:page_1, Data1_2_2079_index.pdf:page_1"
"Что грозит индивидуальным предпринимателям за нарушение обязательных требований при обращении драгоценных металлов, драгоценных камней и продукции из них?","За нарушение установленных законодательством обязательных требований при перевозке драгоценных металлов, драгоценных камней и продукции из них ИП грозит административный штраф в размере **от 50 000 до 70 000 рублей**.","Административный кодекс Российской Федерации.pdf:page_303, Административный кодекс Российской Федерации.pdf:page_350, Административный кодекс Российской Федерации.pdf:page_351, Административный кодекс Российской Федерации.pdf:page_352, Налоговый кодекс Российской Федерации.pdf:page_128"
"Какие ставки таможенных пошлин действовали согласно Указу Президента Российской Федерации ""О Временном импортном таможенном тарифе Российской Федерации""?","Согласно Указу Президента Российской Федерации **«О Временном импортном таможенном тарифе Российской Федерации»**, после вступления в силу данного Указа применялись **таможенные пошлины по новым ставкам Временного импортного тарифа Российской Федерации**, которые **приведены в приложении к данному Указу**.

Какие именно цифры (конкретные ставки) в контексте **не указаны**.  
— **нет в документах**","Data1_2_2070_index.pdf:page_6, Data1_2_2082_index.pdf:page_25, Data1_2_2082_index.pdf:page_26, Data1_2_2082_index.pdf:page_27, Data1_2_2082_index.pdf:page_28"
Какие требования к строительной климатологии и геофизике установлены СНиП 2.01.01-82?,нет в документах,"Data1_10_10861_index.pdf:page_17, Data1_10_10861_index.pdf:page_25, Data1_10_10861_index.pdf:page_30, Data1_10_10865_index.pdf:page_30, Data1_10_10871_index.pdf:page_4"
Какие границы эксплуатационной ответственности между теплоснабжающей организацией и заказчиком должны быть указаны в технических условиях согласно СНиП?,"В предоставленном контексте прямо не указано, какие именно границы эксплуатационной ответственности должны быть указаны в технических условиях согласно СНиП — сказано лишь, что:

- узел учета тепловой энергии и теплоносителей должен размещаться **на границе эксплуатационной ответственности** между теплоснабжающей организацией и абонентом (при размещении не на этой границе потери определяются расчетом/замерами и учитываются дополнительно);
- при этом в технических условиях говорится о правилах выдачи технических условий на присоединение и недопустимых требованиях, но **перечня самих границ** эксплуатационной ответственности не приведено.

**Ответ: нет в документах.**","Data1_10_10870_index.pdf:page_4, Data1_10_10871_index.pdf:page_14, Data1_10_10871_index.pdf:page_4, Data1_10_10871_index.pdf:page_7, Data1_10_10871_index.pdf:page_8"
Какую роль играет управляющий проектом в выборе и согласовании места размещения объекта по ГОСТ МДС 11-11.2000?,нет в документах,"Data1_10_10858_index.pdf:page_1, Data1_10_10858_index.pdf:page_4, Data1_10_10859_index.pdf:page_1, Data1_10_10872_index.pdf:page_10, Data1_1_1904_index.pdf:page_1"
Какие требования предъявляются к эксплуатации теплопотребляющих установок и тепловых сетей абонентом согласно ГОСТ?,"Согласно представленному фрагменту требований, абонент (заказчик) при эксплуатации систем теплопотребления и тепловых сетей должен обеспечивать следующее:

- Не допускать присоединение новых или реконструированных теплопотребляющих установок и тепловых сетей без узлов учета тепловой энергии и теплоносителей.  
- Обеспечивать беспрепятственный пропуск в любое время суток должностных лиц теплоснабжающей организации по их служебным документам для контроля за режимом теплопотребления, техническим состоянием и эксплуатацией систем теплопотребления.  
- Допускать на территорию предприятия персонал теплоснабжающей организации для производства предварительно согласованных плановых работ по ремонту тепловых сетей, а также аварийных работ.  
- Иметь в наличии исполнительные чертежи и паспорта тепловых сетей и теплопотребляющих установок, а также производственные инструкции по их эксплуатации.  
- Укомплектовать систему подготовленным и аттестованным персоналом для обслуживания системы теплопотребления и тепловой сети, проводить проверку его знаний в установленные сроки.  
- Своевременно оплачивать теплоснабжающей организации полученные услуги.","Data1_10_10871_index.pdf:page_16, Data1_10_10871_index.pdf:page_17, Data1_10_10871_index.pdf:page_7, Data1_10_10871_index.pdf:page_8, Data1_10_10871_index.pdf:page_9"
Какие финансовые показатели должны быть указаны в форме 'Опыт работы претендента по самому крупному построенному объекту сопоставимого вида и объем работы в России или за рубежом' согласно ГОСТ МДС 80-5.2000?,нет в документах,"Data1_10_10867_index.pdf:page_1, Data1_10_10867_index.pdf:page_2, Data1_10_10867_index.pdf:page_5, Data1_10_10867_index.pdf:page_8, Data1_2_2117_index.pdf:page_1"
"Какие действия необходимо предпринять при обнаружении неисправности расположенных на крыше карнизов, водоотводящих устройств, ограждений, гильз, анкеров, устройств молниезащиты согласно ГОСТ МДС 17-13.2000?",нет в документах,"Data1_10_10861_index.pdf:page_11, Data1_10_10861_index.pdf:page_14, Data1_10_10861_index.pdf:page_34, Data1_10_10861_index.pdf:page_41, Data1_11_11295_index.pdf:page_26"
Как уведомляется подозреваемый или обвиняемый о принятых мерах?,нет в документах,"Уголовно-процессуальный кодекс Российской Федерации.pdf:page_143, Уголовно-процессуальный кодекс Российской Федерации.pdf:page_202, Уголовно-процессуальный кодекс Российской Федерации.pdf:page_42, Уголовно-процессуальный кодекс Российской Федерации.pdf:page_69, Уголовно-процессуальный кодекс Российской Федерации.pdf:page_70"
Какие источники информации используются для определения текущих цен на материальные ресурсы в МДС 81-14.2000?,нет в документах,"Data1_10_10848_index.pdf:page_6, Data1_2_2073_index.pdf:page_1, Data1_2_2075_index.pdf:page_1, Data1_2_2076_index.pdf:page_1, Data1_2_2117_index.pdf:page_1"
Какие работы по утеплению зданий должны быть выполнены согласно ГОСТ МДС 13-18.2000?,нет в документах,"Data1_10_10852_index.pdf:page_1, Data1_10_10861_index.pdf:page_1, Data1_10_10862_index.pdf:page_1, Data1_10_10864_index.pdf:page_1, Data1_1_1879_index.pdf:page_1"
"Когда не допускается раздел, перераспределение или выдел земельных участков, если сохраняемые обременения не позволяют использовать земельные участки в соответствии с разрешенным использованием?",нет в документах,"Гражданский кодекс Российской Федерации.pdf:page_151, Земельный кодекс Российской Федерации.pdf:page_12, Земельный кодекс Российской Федерации.pdf:page_194, Земельный кодекс Российской Федерации.pdf:page_83, Земельный кодекс Российской Федерации.pdf:page_85"
Какова периодичность капитального ремонта металлической кровли согласно ГОСТ МДС 14-13.2000?,нет в документах,"Data1_10_10852_index.pdf:page_1, Data1_10_10855_index.pdf:page_1, Data1_1_1879_index.pdf:page_1, Data1_1_1879_index.pdf:page_23, Data1_1_1879_index.pdf:page_24"
Какие телефоны доступны для бесплатной юридической консультации в регионах России?,8 (800) 301-92-12 (Регионы РФ).,"Административный кодекс Российской Федерации.pdf:page_347, Административный кодекс Российской Федерации.pdf:page_400, Административный кодекс Российской Федерации.pdf:page_425, Водный кодекс Российской Федерации.pdf:page_21, Гражданский процессуальный кодекс Российской Федерации.pdf:page_24"
"Какая информация должна быть указана в журнале учета проверки знаний норм, правил, инструкций согласно ГОСТ МДС 15-13.2000?",нет в документах,"Data1_10_10859_index.pdf:page_1, Data1_10_10862_index.pdf:page_1, Data1_10_10862_index.pdf:page_10, Data1_10_10862_index.pdf:page_2, Data1_10_10866_index.pdf:page_1"
По каким основаниям заявитель не допускается к участию в аукционе?,"Заявитель не допускается к участию в аукционе по следующим основаниям (из представленного фрагмента):

2) непоступление задатка на дату рассмотрения заявок на участие в аукционе;  
3) подача заявки лицом, которое в соответствии с настоящим Кодексом и другими федеральными законами не имеет права быть участником конкретного аукциона, покупателем земельного участка или приобрести земельный участок в аренду;  
4) наличие сведений о заявителе и/или учредителях (участниках), и/или членах коллегиальных исполнительных органов, и/или лицах, исполняющих функции единоличного исполнительного органа заявителя (фрагмент в документах обрывается).","Градостроительный кодекс Российской Федерации.pdf:page_243, Градостроительный кодекс Российской Федерации.pdf:page_306, Земельный кодекс Российской Федерации.pdf:page_39, Земельный кодекс Российской Федерации.pdf:page_58, Земельный кодекс Российской Федерации.pdf:page_60"
В каких случаях осужденные могут содержаться в одиночных камерах?,нет в документах,"Уголовно-исполнительный кодекс Российской Федерации.pdf:page_55, Уголовно-исполнительный кодекс Российской Федерации.pdf:page_66, Уголовно-исполнительный кодекс Российской Федерации.pdf:page_68, Уголовно-исполнительный кодекс Российской Федерации.pdf:page_76, Уголовно-исполнительный кодекс Российской Федерации.pdf:page_83"
Как проводятся повторные измерения времени падения уровня воды?,нет в документах,"Data1_10_10852_index.pdf:page_20, Data1_10_10862_index.pdf:page_5, Data1_10_10870_index.pdf:page_3, Data1_10_10871_index.pdf:page_11, Data1_11_11295_index.pdf:page_32"
"Какое название имеет документ, регламентирующий использование текущих и прогнозных индексов стоимости при составлении сметной документации? (ГОСТ МДС 81-9.2000)","«Методические рекомендации по использованию текущих и прогнозных индексов стоимости при составлении сметной документации, определению свободных (договорных) цен на строительную продукцию и расчетах за выполненные работы» (МДС 81-9.2000).","Data1_10_10864_index.pdf:page_1, Data1_2_2075_index.pdf:page_1, Data1_2_2079_index.pdf:page_1, Data1_2_2082_index.pdf:page_12, Data1_2_2117_index.pdf:page_1"
"Какие основные разделы содержит документ, регламентированный ГОСТом МДС 81-21.2000?","В представленных фрагментах для документа **МДС 81-21.2000** указаны только его название: **«Порядок определения расчетной стоимости строительства и расчетных затрат в составе технико-экономических обоснований и технико-экономических предложений по строительству объектов за границей…»**.  

**Основные разделы (перечень разделов) в контекст не приведены.**","Data1_10_10062_index.pdf:page_1, Data1_10_10862_index.pdf:page_1, Data1_1_1904_index.pdf:page_1, Data1_2_2069_index.pdf:page_1, Data1_2_2070_index.pdf:page_1"
Какие специальные знания могут потребоваться при составлении диспаши?,"В документах сказано: при возникновении в процессе рассмотрения дела вопросов, требующих специальных знаний в различных областях, назначается экспертиза. Однако перечисления того, какие именно специальные знания могут потребоваться при составлении диспаши, в приведённом контексте нет.

нет в документах","Data1_10_10851_index.pdf:page_3, Гражданский процессуальный кодекс Российской Федерации.pdf:page_32, Кодекс внутреннего водного транспорта Российской Федерации.pdf:page_80, Кодекс торгового мореплавания Российской Федерации.pdf:page_139, Кодекс торгового мореплавания Российской Федерации.pdf:page_97"
Как должны быть закрыты проемы и отверстия при работе геодезиста на монтажном горизонте в СНиП 3.01.03-84?,Проемы и отверстия должны быть **закрыты**.,"Data1_10_10861_index.pdf:page_18, Data1_10_10861_index.pdf:page_24, Data1_11_11285_index.pdf:page_35, Data1_11_11285_index.pdf:page_4, Data1_11_11285_index.pdf:page_77"
Как переносятся затраты труда рабочих-монтажников в таблицу ресурсных сметных норм согласно ГОСТ МДС 81-13.2000?,"Затраты труда рабочих-монтажников переносятся в таблицу ресурсных сметных норм **как итоговый показатель**, определяемый в конце ведомости расчета ресурсных сметных норм путем **суммирования показателей одноименных ресурсов** (в графах, начиная с 12 и т.д.), и записываются **в следующей последовательности**:

- **затраты труда рабочих-монтажников — чел.-ч**.","Data1_10_10754_index.pdf:page_3, Data1_10_10754_index.pdf:page_5, Data1_10_10848_index.pdf:page_7, Data1_2_2073_index.pdf:page_1, Data1_2_2073_index.pdf:page_4"
"Кто может рассматривать дела об административных правонарушениях от имени органов, осуществляющих контроль в сфере естественных монополий?",нет в документах,"Административный кодекс Российской Федерации.pdf:page_468, Административный кодекс Российской Федерации.pdf:page_487, Административный кодекс Российской Федерации.pdf:page_490, Административный кодекс Российской Федерации.pdf:page_493, Административный кодекс Российской Федерации.pdf:page_505"
Какие виды технического обслуживания и ремонта предусмотрены для кранов башенных с грузовым моментом до 25 тм согласно ТИПОВЫМ НОРМАМ?,"Для кранов башенных с грузовым моментом до 25 тм согласно представленным **ТИПОВЫМ НОРМАМ** предусмотрены:

**Виды технического обслуживания:**
- **Ежесменное техническое обслуживание (ЕО)** (перед началом или после использования крана в течение смены).
- **Техническое обслуживание (ТО)** по плановым периодам наработки, с порядковыми номерами **ТО-1, ТО-2, ТО-3** (для конкретных видов ТО кранов).
- **Сезонное обслуживание (СО)** — **2 раза в год** при подготовке к летнему и зимнему периодам.

**Виды ремонта:**
- **Текущий ремонт (Т)**.
- **Капитальный ремонт (К)**.","Data1_10_10855_index.pdf:page_1, Data1_10_10855_index.pdf:page_2, Data1_10_10855_index.pdf:page_4, Data1_10_10855_index.pdf:page_5, Data1_10_10855_index.pdf:page_6"
"Какие работы необходимо выполнить для подготовки систем горячего водоснабжения, согласно ГОСТ МДС 13-18.2000?","В предоставленном фрагменте **ГОСТ МДС 13-18.2000** указаны следующие требования/работы для систем горячего водоснабжения:

1) **Если при пробном пуске не соблюдается требование поз. «д»**, то систему горячего водоснабжения допускается ввести в эксплуатацию **с одновременным уведомлением эксплуатирующей организации** о необходимости разработки специализированной организацией **соответствующих технических мероприятий, обеспечивающих поглощение шума до нормируемых пределов**.

2) **Системы горячего водоснабжения, при пробном пуске которых не соблюдаются требования поз. 6–8**, подлежат **дополнительной наладке** **с учетом результатов обобщения данных эксплуатации в предыдущие годы**.

3) **Наладочные работы** на системе горячего водоснабжения необходимо проводить **при полностью открытой запорной арматуре** (вентили и задвижки).","Data1_10_10852_index.pdf:page_1, Data1_10_10852_index.pdf:page_23, Data1_10_10861_index.pdf:page_13, Data1_10_10861_index.pdf:page_31, Data1_10_10862_index.pdf:page_1"
"Что происходит, если обеспеченное обязательство было изменено без согласия поручителя?",нет в документах,"Бюджетный кодекс Российской Федерации.pdf:page_164, Гражданский кодекс Российской Федерации.pdf:page_183, Гражданский кодекс Российской Федерации.pdf:page_202, Кодекс торгового мореплавания Российской Федерации.pdf:page_129, Налоговый кодекс Российской Федерации.pdf:page_170"
Какие методы могут использоваться для построения геодезических сетей сгущения согласно СНиП 3.01.03-84?,нет в документах,"Data1_11_11285_index.pdf:page_17, Data1_11_11285_index.pdf:page_4, Data1_11_11285_index.pdf:page_5, Data1_11_11285_index.pdf:page_7, Data1_11_11285_index.pdf:page_9"
"При каких обстоятельствах прекращается обязанность по уплате ввозных таможенных пошлин, налогов, специальных, антидемпинговых, компенсационных пошлин в отношении иностранных товаров, перемещаемых трубопроводным транспортом, согласно статье 295?",нет в документах,"Таможенный кодекс Евразийского экономического союза.pdf:page_109, Таможенный кодекс Евразийского экономического союза.pdf:page_185, Таможенный кодекс Евразийского экономического союза.pdf:page_233, Таможенный кодекс Евразийского экономического союза.pdf:page_73, Таможенный кодекс Евразийского экономического союза.pdf:page_97"
Какие методы используются для проверки прямолинейности оси труб в горизонтальной плоскости согласно СНиП 3.01.03-84?,Проверка прямолинейности оси труб в горизонтальной плоскости выполняется по **шнуру** и **теодолитом**.,"Data1_11_11285_index.pdf:page_17, Data1_11_11285_index.pdf:page_24, Data1_11_11285_index.pdf:page_4, Data1_11_11285_index.pdf:page_63, Data1_11_11285_index.pdf:page_73"
Как и когда уплачиваются авансовые платежи и налог?,"Авансовые платежи по налогу уплачиваются **не позднее 25-го числа первого месяца, следующего за истекшим отчетным периодом**.

Налог, подлежащий уплате по истечении налогового периода, уплачивается **не позднее сроков, установленных для подачи налоговой декларации статьей 346.23 настоящего Кодекса**.","Налоговый кодекс Российской Федерации.pdf:page_1493, Налоговый кодекс Российской Федерации.pdf:page_1515, Налоговый кодекс Российской Федерации.pdf:page_1577, Налоговый кодекс Российской Федерации.pdf:page_1602, Налоговый кодекс Российской Федерации.pdf:page_885"
Какие данные должны быть указаны в определении судебной коллегии Верховного Суда Российской Федерации?,нет в документах,"Арбитражный процессуальный кодекс Российской Федерации.pdf:page_196, Арбитражный процессуальный кодекс Российской Федерации.pdf:page_199, Гражданский процессуальный кодекс Российской Федерации.pdf:page_149, Гражданский процессуальный кодекс Российской Федерации.pdf:page_150, Уголовно-процессуальный кодекс Российской Федерации.pdf:page_257"
Какие действия предпринимаются при выявлении дефектов в ходе технического осмотра согласно ГОСТ МДС 14-13.2000?,нет в документах,"Data1_10_10846_index.pdf:page_19, Data1_10_10862_index.pdf:page_1, Data1_10_10863_index.pdf:page_1, Data1_10_10866_index.pdf:page_1, Data1_11_11295_index.pdf:page_26"
Какие расходы по уплате налога на содержание жилищного фонда и объектов социально-культурной сферы относятся на финансовые результаты деятельности предприятий согласно ГОСТ МДС 81-23.2000?,"В приведенном фрагменте **ГОСТ МДС 81-23.2000** сказано лишь следующее (в контекстной выдержке):

- расходы **по содержанию объектов жилищно-коммунального хозяйства, социально-культурной сферы** и аналогичных хозяйств/производств/служб должны включаться в сметы расходов на содержание хозяйств, учрежден… (далее в фрагменте текст обрывается);
- далее идет общий текст про коэффициенты и финансовые санкции: **«Размеры платы (значение коэффициентов МЗП)…»** и **«Исчисление финансовых санкций…»**, но конкретики, какие именно **расходы по уплате налога** относятся на финансовые результаты, в предоставленном фрагменте нет.

**Ответ по вашему вопросу в данных документах не содержится.**","Data1_10_10861_index.pdf:page_37, Data1_2_2070_index.pdf:page_1, Data1_2_2070_index.pdf:page_30, Data1_2_2070_index.pdf:page_31, Налоговый кодекс Российской Федерации.pdf:page_1034"
Что предусмотрено частью 2 статьи 20.2 КоАП РФ?,нет в документах,"Административный кодекс Российской Федерации.pdf:page_444, Административный кодекс Российской Федерации.pdf:page_461, Административный кодекс Российской Федерации.pdf:page_462, Административный кодекс Российской Федерации.pdf:page_556, Административный кодекс Российской Федерации.pdf:page_558"
Как можно обжаловать решение арбитражного суда первой инстанции в апелляционную инстанцию?,"Лица, участвующие в деле, а также иные лица в случаях, предусмотренных настоящим Кодексом, вправе обжаловать в порядке апелляционного производства решение арбитражного суда первой инстанции, не вступившее в законную силу (Статья 257. Право апелляционного обжалования).

Апелляционная жалоба подается через приня… (в контексте текст обрывается: указано, что подается “через приня…”, но способ подачи полностью не приведен).","Арбитражный процессуальный кодекс Российской Федерации.pdf:page_172, Арбитражный процессуальный кодекс Российской Федерации.pdf:page_178, Арбитражный процессуальный кодекс Российской Федерации.pdf:page_180, Арбитражный процессуальный кодекс Российской Федерации.pdf:page_181, Арбитражный процессуальный кодекс Российской Федерации.pdf:page_187"
Кто уполномочен проводить расследование аварий и инцидентов на море?,нет в документах,"Воздушный кодекс Российской Федерации.pdf:page_52, Воздушный кодекс Российской Федерации.pdf:page_53, Воздушный кодекс Российской Федерации.pdf:page_54, Кодекс торгового мореплавания Российской Федерации.pdf:page_8, Трудовой кодекс Российской Федерации.pdf:page_144"
Какие требования предъявляются к допросу обвиняемого?,"К допросу обвиняемого предъявляются следующие требования (по представленным фрагментам):

1) Допрос проводится **немедленно после предъявления обвинения** (с соблюдением требований пункта 9 части четвертой статьи 47 и части третьей статьи 50).  
2) В начале допроса следователь выясняет у обвиняемого:  
   - признает ли он себя виновным;  
   - желает ли дать показания по существу предъявленного обвинения;  
   - на каком языке.  
   В случае отказа обвиняемого от дачи показаний следователь делает соответствующую запись в протоколе.  
3) Допрос проводится **в порядке, установленном статьей 189** настоящего Кодекса.","Уголовно-процессуальный кодекс Российской Федерации.pdf:page_124, Уголовно-процессуальный кодекс Российской Федерации.pdf:page_184, Уголовно-процессуальный кодекс Российской Федерации.pdf:page_186, Уголовно-процессуальный кодекс Российской Федерации.pdf:page_268, Уголовно-процессуальный кодекс Российской Федерации.pdf:page_57"
"Что такое ""лабиринт"" в контексте ГОСТ МДС 35-7.2000?",нет в документах,"Data1_10_10847_index.pdf:page_1, Data1_10_10852_index.pdf:page_1, Data1_10_10862_index.pdf:page_1, Data1_10_10871_index.pdf:page_1, Data1_2_2070_index.pdf:page_1"
Что такое оборудование негабаритное (крупногабаритное) согласно Указаниям по применению федеральных единичных расценок на монтаж оборудования (ФЕРм-2001)?,нет в документах,"Data1_10_10754_index.pdf:page_1, Data1_10_10754_index.pdf:page_13, Data1_10_10754_index.pdf:page_2, Data1_10_10754_index.pdf:page_31, Data1_10_10754_index.pdf:page_4"
Какая схема нормативно-правового регулирования строительства (услуг) приведена в Приложении 3 согласно ГОСТ МДС-80-8.2000?,нет в документах,"Data1_10_10866_index.pdf:page_1, Data1_10_10867_index.pdf:page_1, Data1_10_10869_index.pdf:page_1, Data1_1_1904_index.pdf:page_1, Data1_2_2079_index.pdf:page_1"
Что считается контрафактными товарами?,"В представленных документах сказано, что правообладатель вправе требовать изъятия из оборота и уничтожения **контрафактных товаров**, а также этикеток и упаковок, на которых размещено незаконно используемые **географическое указание** или **наименование места происхождения товара** либо сходное с ними обозначение до степени смешения.

Другого определения контрафактных товаров в контексте нет.","Гражданский кодекс Российской Федерации.pdf:page_239, Гражданский кодекс Российской Федерации.pdf:page_645, Гражданский кодекс Российской Федерации.pdf:page_660, Таможенный кодекс Евразийского экономического союза.pdf:page_306, Таможенный кодекс Евразийского экономического союза.pdf:page_389"
Что включает в себя общий технический осмотр согласно ГОСТ МДС 14-13.2000?,нет в документах,"Data1_10_10861_index.pdf:page_1, Data1_10_10863_index.pdf:page_1, Data1_1_1879_index.pdf:page_1, Data1_2_2073_index.pdf:page_1, Data1_2_2117_index.pdf:page_1"
Какой документ регулирует порядок определения плательщиков специального налога?,нет в документах,"Data1_2_2070_index.pdf:page_18, Налоговый кодекс Российской Федерации.pdf:page_1520, Налоговый кодекс Российской Федерации.pdf:page_24, Налоговый кодекс Российской Федерации.pdf:page_92, Таможенный кодекс Евразийского экономического союза.pdf:page_76"
Какие требования к размерам самонесущих элементов зенитных фонарей согласно ГОСТ МДС 31-8.2002?,нет в документах,"Data1_10_10846_index.pdf:page_1, Data1_10_10846_index.pdf:page_17, Data1_10_10846_index.pdf:page_19, Data1_10_10846_index.pdf:page_50, Data1_10_10846_index.pdf:page_8"
